blind_id,M002,M003,M004,M005,M007,M009,M010,M011,M012,M013,M015,M016,M017,M019,M021,M022,M024,M025,M027,M028,M029,M030,M031,M032,M033,M034,M035,M036,M037,M038,M039,M040,M041,M043,M044,M045,M046,M047,M049,M050,M051,M052,M053,M054,M055,M056,M057,M058,M059,M060,M071,M072,M073,M074,M075,M076,M077,M078,M079,M080,M081,M082,M083
M059,0.466914,0.553578,0.534260,0.561238,0.581875,0.552926,0.574263,0.548542,0.521751,0.568254,0.447675,0.616530,0.779704,0.791737,0.610021,0.506966,0.544508,0.493052,0.548432,0.675894,0.737172,0.569900,0.751516,0.596274,0.711072,0.491297,0.512329,0.513633,0.564469,0.499963,0.708188,0.546702,0.602293,0.322093,0.312140,0.317809,0.450590,0.420342,0.363333,0.429027,0.505247,0.419059,0.454525,0.606200,0.594438,0.392889,0.419135,0.180519,0.000000,0.238755,0.479829,0.466065,0.454444,0.470437,0.630468,0.433216,0.396249,0.351040,0.452530,0.455209,0.351756,0.284052,0.148640
M060,0.489137,0.531415,0.517527,0.539578,0.594299,0.577855,0.580522,0.592544,0.539919,0.585602,0.472939,0.628736,0.809422,0.780524,0.610859,0.544887,0.563582,0.491712,0.514046,0.681967,0.720180,0.575882,0.726644,0.574963,0.690897,0.476209,0.488550,0.474662,0.549252,0.499486,0.703644,0.530488,0.616859,0.392634,0.391393,0.377298,0.462945,0.425898,0.425956,0.490892,0.542051,0.443195,0.493415,0.627489,0.614790,0.412088,0.418210,0.220481,0.238755,0.000000,0.495508,0.469766,0.476284,0.474055,0.634162,0.454918,0.421952,0.421300,0.425531,0.436986,0.384714,0.358229,0.221382
M071,0.211567,0.271939,0.275863,0.258207,0.306079,0.323865,0.308413,0.391010,0.343967,0.300798,0.180248,0.399478,0.602403,0.590796,0.382963,0.309029,0.266555,0.344339,0.270931,0.390739,0.465719,0.338565,0.487999,0.333499,0.405484,0.370340,0.277980,0.304144,0.355951,0.345018,0.402870,0.330352,0.396075,0.253089,0.248146,0.407838,0.352834,0.266231,0.332393,0.301166,0.364029,0.258555,0.287894,0.330439,0.305402,0.479757,0.518505,0.526304,0.479829,0.495508,0.000000,0.062442,0.046685,0.105417,0.327445,0.090164,0.123946,0.382525,0.109964,0.115664,0.457397,0.385888,0.488038
M072,0.219126,0.256376,0.262557,0.261361,0.296333,0.311932,0.297485,0.376422,0.346658,0.318887,0.162431,0.406432,0.624833,0.609845,0.381929,0.310069,0.264848,0.336733,0.275895,0.397487,0.434509,0.320522,0.478108,0.309552,0.382706,0.366953,0.274511,0.291500,0.337883,0.332262,0.401777,0.339594,0.369045,0.266444,0.259932,0.393896,0.366731,0.239713,0.336887,0.293391,0.356511,0.247393,0.278816,0.326936,0.313390,0.467114,0.497171,0.503492,0.466065,0.469766,0.062442,0.000000,0.035401,0.059542,0.284223,0.095968,0.132919,0.386965,0.081912,0.084235,0.454094,0.378238,0.472023
M073,0.210297,0.257827,0.261110,0.247373,0.287003,0.302754,0.287822,0.374674,0.348028,0.301926,0.167280,0.416001,0.613929,0.611781,0.383396,0.307804,0.263761,0.335770,0.272719,0.382878,0.445593,0.313436,0.469990,0.311686,0.379870,0.369024,0.280762,0.301271,0.349903,0.342033,0.392882,0.333346,0.367614,0.251166,0.246924,0.384172,0.360482,0.250034,0.327864,0.293306,0.357106,0.244519,0.280912,0.311657,0.298111,0.455421,0.496684,0.504400,0.454444,0.476284,0.046685,0.035401,0.000000,0.085258,0.295991,0.090406,0.124576,0.372172,0.090937,0.083708,0.439300,0.368337,0.463691
M074,0.244159,0.261159,0.278318,0.295346,0.338550,0.353229,0.335490,0.384200,0.364407,0.322254,0.162380,0.404001,0.633958,0.604976,0.391046,0.326407,0.276925,0.361491,0.283597,0.430131,0.467049,0.345487,0.515482,0.326552,0.422018,0.379767,0.290849,0.294333,0.323654,0.332978,0.442654,0.347090,0.394631,0.289420,0.280636,0.404528,0.380402,0.252980,0.358978,0.311194,0.368961,0.249010,0.294316,0.361809,0.347374,0.475503,0.491727,0.521455,0.470437,0.474055,0.105417,0.059542,0.085258,0.000000,0.298217,0.088597,0.157835,0.411881,0.083983,0.097770,0.479010,0.406532,0.479617
M075,0.388179,0.360997,0.414582,0.388611,0.417495,0.390802,0.425168,0.485202,0.463847,0.407258,0.406904,0.482769,0.614439,0.543405,0.466236,0.434931,0.391346,0.470354,0.452572,0.487554,0.371785,0.385749,0.574967,0.349550,0.399648,0.556652,0.457739,0.462211,0.455951,0.477158,0.418780,0.544046,0.432678,0.530950,0.522167,0.528503,0.543494,0.380957,0.530519,0.432575,0.482160,0.374063,0.372116,0.389219,0.386246,0.672321,0.685631,0.691628,0.630468,0.634162,0.327445,0.284223,0.295991,0.298217,0.000000,0.350733,0.400045,0.599736,0.321338,0.319054,0.664376,0.598396,0.623039
M076,0.213711,0.247963,0.257202,0.299459,0.350887,0.367825,0.354308,0.340025,0.314249,0.252251,0.133032,0.353262,0.589279,0.556436,0.372302,0.282698,0.239205,0.321642,0.270188,0.434557,0.501185,0.384624,0.526931,0.374326,0.461508,0.343081,0.278823,0.291596,0.342719,0.320944,0.454352,0.300086,0.415531,0.246458,0.237675,0.372301,0.333870,0.232182,0.316197,0.266596,0.333511,0.204620,0.270474,0.361573,0.348603,0.443379,0.489132,0.487401,0.433216,0.454918,0.090164,0.095968,0.090406,0.088597,0.350733,0.000000,0.118754,0.376717,0.120938,0.132772,0.443690,0.364040,0.437733
M077,0.154849,0.247899,0.250981,0.223396,0.294503,0.297357,0.303563,0.340107,0.316709,0.314434,0.149934,0.415868,0.652439,0.645044,0.354496,0.264391,0.266004,0.330090,0.244858,0.365619,0.508432,0.320062,0.510979,0.327710,0.448701,0.320547,0.259318,0.285268,0.333669,0.312822,0.437603,0.243546,0.382058,0.151073,0.147648,0.323799,0.273878,0.222757,0.268736,0.259844,0.321446,0.202460,0.258828,0.330221,0.283132,0.376040,0.417640,0.443185,0.396249,0.421952,0.123946,0.132919,0.124576,0.157835,0.400045,0.118754,0.000000,0.266783,0.120186,0.129954,0.347861,0.283914,0.395417
M078,0.350780,0.445149,0.411894,0.403057,0.483458,0.472773,0.487204,0.478175,0.496117,0.510368,0.376933,0.570759,0.802165,0.799614,0.530672,0.412855,0.443305,0.421026,0.384217,0.490851,0.652242,0.510744,0.596458,0.506373,0.572045,0.434090,0.440677,0.472147,0.503977,0.434419,0.573130,0.348809,0.495804,0.267691,0.269155,0.349091,0.362895,0.332605,0.240776,0.371342,0.427219,0.353510,0.398446,0.502404,0.469921,0.260087,0.283999,0.356410,0.351040,0.421300,0.382525,0.386965,0.372172,0.411881,0.599736,0.376717,0.266783,0.000000,0.374290,0.377608,0.223976,0.192558,0.371826
