blind_id,M002,M003,M004,M005,M007,M009,M010,M011,M012,M013,M015,M016,M017,M019,M021,M022,M024,M025,M027,M028,M029,M030,M031,M032,M033,M034,M035,M036,M037,M038,M039,M040,M041,M043,M044,M045,M046,M047,M049,M050,M051,M052,M053,M054,M055,M056,M057,M058,M059,M060,M071,M072,M073,M074,M075,M076,M077,M078,M079,M080,M081,M082,M083
M049,0.195730,0.219335,0.206142,0.242029,0.234195,0.308528,0.350989,0.210651,0.322061,0.192056,0.238998,0.423325,0.738264,0.435943,0.186006,0.142828,0.179229,0.227326,0.231645,0.242725,0.290088,0.317054,0.189355,0.300346,0.265588,0.183341,0.153868,0.224426,0.341375,0.212739,0.137099,0.270239,0.256082,0.244478,0.243080,0.326145,0.254228,0.361591,0.000000,0.319380,0.301453,0.288583,0.195287,0.208856,0.250313,0.333767,0.443591,0.281967,0.323000,0.406551,0.275510,0.309675,0.266958,0.421660,0.406225,0.262879,0.291471,0.295061,0.410235,0.410927,0.323157,0.283089,0.345056
M050,0.401322,0.359530,0.353494,0.455975,0.452877,0.454724,0.529046,0.307322,0.355743,0.255743,0.303158,0.324989,0.536271,0.295652,0.379293,0.322580,0.282461,0.165510,0.445696,0.460043,0.364805,0.432532,0.338743,0.400342,0.404715,0.333247,0.308018,0.313385,0.453360,0.375964,0.337507,0.485304,0.400999,0.462805,0.489236,0.301412,0.460680,0.316227,0.319380,0.000000,0.071692,0.296201,0.342790,0.360494,0.466956,0.362034,0.499790,0.295326,0.299908,0.370109,0.371492,0.337438,0.294215,0.439926,0.403004,0.271039,0.401579,0.408037,0.522450,0.523631,0.356227,0.316017,0.319505
M051,0.382565,0.339958,0.328677,0.441520,0.439569,0.432808,0.508278,0.290480,0.341057,0.246806,0.260646,0.336742,0.562271,0.287952,0.351480,0.292688,0.236538,0.146689,0.428855,0.440996,0.304711,0.401467,0.318997,0.365081,0.342830,0.303268,0.273061,0.260724,0.391475,0.319598,0.305755,0.471996,0.384157,0.457607,0.475928,0.323545,0.445164,0.289998,0.301453,0.071692,0.000000,0.297033,0.325948,0.343652,0.445040,0.335385,0.467688,0.280833,0.307613,0.351159,0.340223,0.307600,0.268160,0.401839,0.390705,0.283824,0.379663,0.385798,0.501605,0.505686,0.323544,0.288220,0.297924
M052,0.224455,0.178674,0.137798,0.276297,0.267517,0.279877,0.370760,0.174728,0.220085,0.194046,0.329195,0.353200,0.810091,0.349473,0.236063,0.237592,0.232924,0.303847,0.193041,0.320598,0.448619,0.281307,0.231206,0.295878,0.317316,0.206427,0.365943,0.400226,0.443172,0.376471,0.230226,0.300462,0.177135,0.295711,0.292254,0.176881,0.279942,0.200960,0.288583,0.296201,0.297033,0.000000,0.165961,0.207303,0.287650,0.135340,0.256039,0.139269,0.115362,0.229502,0.311691,0.258808,0.200076,0.338237,0.319485,0.170512,0.228964,0.222470,0.323220,0.323159,0.166582,0.192102,0.152751
M053,0.114836,0.077197,0.132938,0.188402,0.153382,0.178394,0.242892,0.089018,0.180549,0.153280,0.286665,0.388315,0.761123,0.416080,0.117532,0.118079,0.186551,0.257332,0.129397,0.203450,0.330764,0.165627,0.110059,0.193601,0.157582,0.097144,0.231918,0.262782,0.332600,0.238915,0.097033,0.192122,0.122285,0.209834,0.207532,0.185662,0.195392,0.254079,0.195287,0.342790,0.325948,0.165961,0.000000,0.066951,0.203843,0.201101,0.326804,0.170206,0.196749,0.329701,0.220161,0.188538,0.128417,0.303326,0.287233,0.197821,0.202695,0.179786,0.304619,0.304559,0.180748,0.196479,0.241864
M054,0.068215,0.102859,0.181834,0.134860,0.098903,0.140074,0.205087,0.079207,0.180295,0.162944,0.292978,0.408850,0.769999,0.444854,0.084052,0.104999,0.180206,0.265546,0.119798,0.148899,0.348398,0.181881,0.121152,0.237967,0.155742,0.140501,0.253125,0.308038,0.377856,0.282373,0.115747,0.131331,0.119018,0.157871,0.173455,0.216702,0.141850,0.299637,0.208856,0.360494,0.343652,0.207303,0.066951,0.000000,0.150302,0.218972,0.361503,0.207679,0.225683,0.375046,0.210357,0.236819,0.159323,0.353721,0.340774,0.210939,0.173203,0.164946,0.305432,0.305371,0.165326,0.174060,0.271173
M055,0.105988,0.241400,0.311719,0.032831,0.102286,0.106653,0.274677,0.216118,0.284129,0.274028,0.440226,0.538907,0.901593,0.560466,0.158354,0.209553,0.272814,0.391780,0.185041,0.064823,0.440833,0.217704,0.223443,0.301873,0.275149,0.196710,0.322712,0.389815,0.488055,0.364343,0.188124,0.065020,0.129390,0.045117,0.062377,0.291068,0.047925,0.400367,0.250313,0.466956,0.445040,0.287650,0.203843,0.150302,0.000000,0.252425,0.366491,0.247963,0.274459,0.399242,0.278435,0.387121,0.309625,0.504022,0.491076,0.344241,0.091919,0.118827,0.386619,0.393139,0.158666,0.199481,0.314605
M056,0.244375,0.214448,0.221555,0.238958,0.261577,0.259908,0.380708,0.214635,0.284623,0.264401,0.388710,0.456932,0.888573,0.442158,0.260865,0.299864,0.317527,0.380533,0.183772,0.284886,0.478585,0.271464,0.256226,0.332157,0.329796,0.236393,0.396645,0.433425,0.474916,0.407326,0.255590,0.262293,0.148037,0.249940,0.240974,0.129693,0.241981,0.179854,0.333767,0.362034,0.335385,0.135340,0.201101,0.218972,0.252425,0.000000,0.189300,0.076541,0.105525,0.207288,0.399090,0.337968,0.280410,0.373767,0.382405,0.274245,0.192306,0.174058,0.300387,0.311600,0.122002,0.137517,0.109680
M057,0.374522,0.337265,0.301625,0.353674,0.393587,0.387467,0.511193,0.374930,0.422631,0.438379,0.500138,0.548909,1.000000,0.538109,0.399839,0.430402,0.454691,0.517388,0.291500,0.415099,0.539736,0.251965,0.316854,0.259894,0.335028,0.340019,0.453297,0.446730,0.404279,0.420531,0.375602,0.376359,0.280612,0.369355,0.369944,0.290802,0.356047,0.199694,0.443591,0.499790,0.467688,0.256039,0.326804,0.361503,0.366491,0.189300,0.000000,0.244929,0.282969,0.206843,0.496186,0.386741,0.391484,0.345623,0.380115,0.410284,0.305257,0.288335,0.339571,0.361643,0.250658,0.272040,0.243139
M058,0.236664,0.196927,0.220128,0.235739,0.253866,0.251890,0.368989,0.169067,0.241341,0.216261,0.345401,0.438874,0.826326,0.424100,0.227617,0.245412,0.264764,0.326081,0.223086,0.284150,0.425138,0.241331,0.225643,0.274984,0.311753,0.182945,0.340975,0.376744,0.419690,0.352990,0.228858,0.259903,0.143575,0.242675,0.241068,0.129322,0.239384,0.169249,0.281967,0.295326,0.280833,0.139269,0.170206,0.207679,0.247963,0.076541,0.244929,0.000000,0.103424,0.190581,0.375725,0.277408,0.251217,0.366439,0.345452,0.256186,0.186729,0.167000,0.318954,0.326611,0.115192,0.120637,0.120782
