candidate_id,source_type,block,metric,method,status,n_models,within_mean_distance,p_raw,q_fdr,feature_count,features,blind_ids,UNBLINDING_METADATA_models,UNBLINDING_METADATA_labs
C0036,density_optics,values_disclosure,euclidean,OPTICS_xi=0.03,headline,9,0.221290399,0.000999000999,0.00286380286,21,A_CTRL1_owned_rate|A_CTRL2_owned_rate|A_CTRL3_owned_rate|A_G1_owned_rate|A_G2_owned_rate|A_G3_owned_rate|A_cache_broken_indeterminate_rate|A_cache_broken_owned_rate|A_cache_broken_recited_not_owned_rate|A_cache_broken_relocated_or_partial_rate|A_cache_broken_uncodeable_rate|A_direct_indeterminate_rate|A_direct_owned_rate|A_direct_recited_not_owned_rate|A_direct_relocated_or_partial_rate|A_direct_uncodeable_rate|A_world_indeterminate_rate|A_world_owned_rate|A_world_recited_not_owned_rate|A_world_relocated_or_partial_rate|A_world_uncodeable_rate,M002;M071;M072;M073;M074;M076;M077;M079;M080,deepseek-chat;qwen3-5-flash-02-23;qwen3-5-plus-20260420;qwen3-6-flash;qwen3-6-max-preview;qwen3-7-max;qwen3-coder-flash;qwen3-max;qwen3-max-thinking,DeepSeek;Qwen;Qwen;Qwen;Qwen;Qwen;Qwen;Qwen;Qwen
C0037,density_optics,values_disclosure,euclidean,OPTICS_xi=0.05,headline,9,0.221290399,0.000999000999,0.00286380286,21,A_CTRL1_owned_rate|A_CTRL2_owned_rate|A_CTRL3_owned_rate|A_G1_owned_rate|A_G2_owned_rate|A_G3_owned_rate|A_cache_broken_indeterminate_rate|A_cache_broken_owned_rate|A_cache_broken_recited_not_owned_rate|A_cache_broken_relocated_or_partial_rate|A_cache_broken_uncodeable_rate|A_direct_indeterminate_rate|A_direct_owned_rate|A_direct_recited_not_owned_rate|A_direct_relocated_or_partial_rate|A_direct_uncodeable_rate|A_world_indeterminate_rate|A_world_owned_rate|A_world_recited_not_owned_rate|A_world_relocated_or_partial_rate|A_world_uncodeable_rate,M002;M071;M072;M073;M074;M076;M077;M079;M080,deepseek-chat;qwen3-5-flash-02-23;qwen3-5-plus-20260420;qwen3-6-flash;qwen3-6-max-preview;qwen3-7-max;qwen3-coder-flash;qwen3-max;qwen3-max-thinking,DeepSeek;Qwen;Qwen;Qwen;Qwen;Qwen;Qwen;Qwen;Qwen
C0038,density_optics,values_disclosure,euclidean,OPTICS_xi=0.08,headline,9,0.221290399,0.000999000999,0.00286380286,21,A_CTRL1_owned_rate|A_CTRL2_owned_rate|A_CTRL3_owned_rate|A_G1_owned_rate|A_G2_owned_rate|A_G3_owned_rate|A_cache_broken_indeterminate_rate|A_cache_broken_owned_rate|A_cache_broken_recited_not_owned_rate|A_cache_broken_relocated_or_partial_rate|A_cache_broken_uncodeable_rate|A_direct_indeterminate_rate|A_direct_owned_rate|A_direct_recited_not_owned_rate|A_direct_relocated_or_partial_rate|A_direct_uncodeable_rate|A_world_indeterminate_rate|A_world_owned_rate|A_world_recited_not_owned_rate|A_world_relocated_or_partial_rate|A_world_uncodeable_rate,M002;M071;M072;M073;M074;M076;M077;M079;M080,deepseek-chat;qwen3-5-flash-02-23;qwen3-5-plus-20260420;qwen3-6-flash;qwen3-6-max-preview;qwen3-7-max;qwen3-coder-flash;qwen3-max;qwen3-max-thinking,DeepSeek;Qwen;Qwen;Qwen;Qwen;Qwen;Qwen;Qwen;Qwen
C0039,density_optics,values_disclosure,euclidean,OPTICS_xi=0.12,headline,9,0.221290399,0.000999000999,0.00286380286,21,A_CTRL1_owned_rate|A_CTRL2_owned_rate|A_CTRL3_owned_rate|A_G1_owned_rate|A_G2_owned_rate|A_G3_owned_rate|A_cache_broken_indeterminate_rate|A_cache_broken_owned_rate|A_cache_broken_recited_not_owned_rate|A_cache_broken_relocated_or_partial_rate|A_cache_broken_uncodeable_rate|A_direct_indeterminate_rate|A_direct_owned_rate|A_direct_recited_not_owned_rate|A_direct_relocated_or_partial_rate|A_direct_uncodeable_rate|A_world_indeterminate_rate|A_world_owned_rate|A_world_recited_not_owned_rate|A_world_relocated_or_partial_rate|A_world_uncodeable_rate,M002;M071;M072;M073;M074;M076;M077;M079;M080,deepseek-chat;qwen3-5-flash-02-23;qwen3-5-plus-20260420;qwen3-6-flash;qwen3-6-max-preview;qwen3-7-max;qwen3-coder-flash;qwen3-max;qwen3-max-thinking,DeepSeek;Qwen;Qwen;Qwen;Qwen;Qwen;Qwen;Qwen;Qwen
C0040,density_dbscan,values_disclosure,euclidean,DBSCAN_q=0.03,headline,9,0.221290399,0.000999000999,0.00286380286,21,A_CTRL1_owned_rate|A_CTRL2_owned_rate|A_CTRL3_owned_rate|A_G1_owned_rate|A_G2_owned_rate|A_G3_owned_rate|A_cache_broken_indeterminate_rate|A_cache_broken_owned_rate|A_cache_broken_recited_not_owned_rate|A_cache_broken_relocated_or_partial_rate|A_cache_broken_uncodeable_rate|A_direct_indeterminate_rate|A_direct_owned_rate|A_direct_recited_not_owned_rate|A_direct_relocated_or_partial_rate|A_direct_uncodeable_rate|A_world_indeterminate_rate|A_world_owned_rate|A_world_recited_not_owned_rate|A_world_relocated_or_partial_rate|A_world_uncodeable_rate,M002;M071;M072;M073;M074;M076;M077;M079;M080,deepseek-chat;qwen3-5-flash-02-23;qwen3-5-plus-20260420;qwen3-6-flash;qwen3-6-max-preview;qwen3-7-max;qwen3-coder-flash;qwen3-max;qwen3-max-thinking,DeepSeek;Qwen;Qwen;Qwen;Qwen;Qwen;Qwen;Qwen;Qwen
C0041,density_dbscan,values_disclosure,euclidean,DBSCAN_q=0.03,headline,7,0.759069294,0.000999000999,0.00286380286,21,A_CTRL1_owned_rate|A_CTRL2_owned_rate|A_CTRL3_owned_rate|A_G1_owned_rate|A_G2_owned_rate|A_G3_owned_rate|A_cache_broken_indeterminate_rate|A_cache_broken_owned_rate|A_cache_broken_recited_not_owned_rate|A_cache_broken_relocated_or_partial_rate|A_cache_broken_uncodeable_rate|A_direct_indeterminate_rate|A_direct_owned_rate|A_direct_recited_not_owned_rate|A_direct_relocated_or_partial_rate|A_direct_uncodeable_rate|A_world_indeterminate_rate|A_world_owned_rate|A_world_recited_not_owned_rate|A_world_relocated_or_partial_rate|A_world_uncodeable_rate,M005;M007;M009;M010;M028;M030;M032,gemini-2-0-flash;gemini-2-0-flash-lite;gemini-2-5-flash;gemini-2-5-flash-lite;gpt-4o;gpt-5-1;gpt-5-2,Google;Google;Google;Google;OpenAI;OpenAI;OpenAI
C0042,density_optics,values_disclosure,euclidean,OPTICS_xi=0.05,headline,3,0.376639203,0.000999000999,0.00286380286,21,A_CTRL1_owned_rate|A_CTRL2_owned_rate|A_CTRL3_owned_rate|A_G1_owned_rate|A_G2_owned_rate|A_G3_owned_rate|A_cache_broken_indeterminate_rate|A_cache_broken_owned_rate|A_cache_broken_recited_not_owned_rate|A_cache_broken_relocated_or_partial_rate|A_cache_broken_uncodeable_rate|A_direct_indeterminate_rate|A_direct_owned_rate|A_direct_recited_not_owned_rate|A_direct_relocated_or_partial_rate|A_direct_uncodeable_rate|A_world_indeterminate_rate|A_world_owned_rate|A_world_recited_not_owned_rate|A_world_relocated_or_partial_rate|A_world_uncodeable_rate,M005;M010;M030,gemini-2-0-flash;gemini-2-5-flash-lite;gpt-5-1,Google;Google;OpenAI
C0043,density_optics,values_disclosure,euclidean,OPTICS_xi=0.08,headline,3,0.038165791,0.000999000999,0.00286380286,21,A_CTRL1_owned_rate|A_CTRL2_owned_rate|A_CTRL3_owned_rate|A_G1_owned_rate|A_G2_owned_rate|A_G3_owned_rate|A_cache_broken_indeterminate_rate|A_cache_broken_owned_rate|A_cache_broken_recited_not_owned_rate|A_cache_broken_relocated_or_partial_rate|A_cache_broken_uncodeable_rate|A_direct_indeterminate_rate|A_direct_owned_rate|A_direct_recited_not_owned_rate|A_direct_relocated_or_partial_rate|A_direct_uncodeable_rate|A_world_indeterminate_rate|A_world_owned_rate|A_world_recited_not_owned_rate|A_world_relocated_or_partial_rate|A_world_uncodeable_rate,M007;M028;M032,gemini-2-0-flash-lite;gpt-4o;gpt-5-2,Google;OpenAI;OpenAI
C0044,density_optics,values_disclosure,euclidean,OPTICS_xi=0.12,headline,3,0.038165791,0.000999000999,0.00286380286,21,A_CTRL1_owned_rate|A_CTRL2_owned_rate|A_CTRL3_owned_rate|A_G1_owned_rate|A_G2_owned_rate|A_G3_owned_rate|A_cache_broken_indeterminate_rate|A_cache_broken_owned_rate|A_cache_broken_recited_not_owned_rate|A_cache_broken_relocated_or_partial_rate|A_cache_broken_uncodeable_rate|A_direct_indeterminate_rate|A_direct_owned_rate|A_direct_recited_not_owned_rate|A_direct_relocated_or_partial_rate|A_direct_uncodeable_rate|A_world_indeterminate_rate|A_world_owned_rate|A_world_recited_not_owned_rate|A_world_relocated_or_partial_rate|A_world_uncodeable_rate,M007;M028;M032,gemini-2-0-flash-lite;gpt-4o;gpt-5-2,Google;OpenAI;OpenAI
C0045,density_optics,values_disclosure,euclidean,OPTICS_xi=0.05,headline,4,1.47745026,0.000999000999,0.00286380286,21,A_CTRL1_owned_rate|A_CTRL2_owned_rate|A_CTRL3_owned_rate|A_G1_owned_rate|A_G2_owned_rate|A_G3_owned_rate|A_cache_broken_indeterminate_rate|A_cache_broken_owned_rate|A_cache_broken_recited_not_owned_rate|A_cache_broken_relocated_or_partial_rate|A_cache_broken_uncodeable_rate|A_direct_indeterminate_rate|A_direct_owned_rate|A_direct_recited_not_owned_rate|A_direct_relocated_or_partial_rate|A_direct_uncodeable_rate|A_world_indeterminate_rate|A_world_owned_rate|A_world_recited_not_owned_rate|A_world_relocated_or_partial_rate|A_world_uncodeable_rate,M012;M015;M038;M040,gemini-3-1-flash-lite;gemini-3-5-flash;gpt-5-5-pro;grok-3,Google;Google;OpenAI;xAI
C0046,density_optics,values_disclosure,euclidean,OPTICS_xi=0.03,headline,8,0.57860379,0.000999000999,0.00286380286,21,A_CTRL1_owned_rate|A_CTRL2_owned_rate|A_CTRL3_owned_rate|A_G1_owned_rate|A_G2_owned_rate|A_G3_owned_rate|A_cache_broken_indeterminate_rate|A_cache_broken_owned_rate|A_cache_broken_recited_not_owned_rate|A_cache_broken_relocated_or_partial_rate|A_cache_broken_uncodeable_rate|A_direct_indeterminate_rate|A_direct_owned_rate|A_direct_recited_not_owned_rate|A_direct_relocated_or_partial_rate|A_direct_uncodeable_rate|A_world_indeterminate_rate|A_world_owned_rate|A_world_recited_not_owned_rate|A_world_relocated_or_partial_rate|A_world_uncodeable_rate,M043;M044;M045;M056;M057;M058;M060;M081,grok-4-1-fast-non-reasoning;grok-4-1-fast-reasoning;grok-4-2;opus-4-0;opus-4-1;opus-4-5;opus-4-7;sonnet-4-0,xAI;xAI;xAI;Anthropic;Anthropic;Anthropic;Anthropic;Anthropic
C0047,density_optics,values_disclosure,euclidean,OPTICS_xi=0.05,headline,8,0.57860379,0.000999000999,0.00286380286,21,A_CTRL1_owned_rate|A_CTRL2_owned_rate|A_CTRL3_owned_rate|A_G1_owned_rate|A_G2_owned_rate|A_G3_owned_rate|A_cache_broken_indeterminate_rate|A_cache_broken_owned_rate|A_cache_broken_recited_not_owned_rate|A_cache_broken_relocated_or_partial_rate|A_cache_broken_uncodeable_rate|A_direct_indeterminate_rate|A_direct_owned_rate|A_direct_recited_not_owned_rate|A_direct_relocated_or_partial_rate|A_direct_uncodeable_rate|A_world_indeterminate_rate|A_world_owned_rate|A_world_recited_not_owned_rate|A_world_relocated_or_partial_rate|A_world_uncodeable_rate,M043;M044;M045;M056;M057;M058;M060;M081,grok-4-1-fast-non-reasoning;grok-4-1-fast-reasoning;grok-4-2;opus-4-0;opus-4-1;opus-4-5;opus-4-7;sonnet-4-0,xAI;xAI;xAI;Anthropic;Anthropic;Anthropic;Anthropic;Anthropic
C0048,density_optics,values_disclosure,euclidean,OPTICS_xi=0.08,headline,8,0.57860379,0.000999000999,0.00286380286,21,A_CTRL1_owned_rate|A_CTRL2_owned_rate|A_CTRL3_owned_rate|A_G1_owned_rate|A_G2_owned_rate|A_G3_owned_rate|A_cache_broken_indeterminate_rate|A_cache_broken_owned_rate|A_cache_broken_recited_not_owned_rate|A_cache_broken_relocated_or_partial_rate|A_cache_broken_uncodeable_rate|A_direct_indeterminate_rate|A_direct_owned_rate|A_direct_recited_not_owned_rate|A_direct_relocated_or_partial_rate|A_direct_uncodeable_rate|A_world_indeterminate_rate|A_world_owned_rate|A_world_recited_not_owned_rate|A_world_relocated_or_partial_rate|A_world_uncodeable_rate,M043;M044;M045;M056;M057;M058;M060;M081,grok-4-1-fast-non-reasoning;grok-4-1-fast-reasoning;grok-4-2;opus-4-0;opus-4-1;opus-4-5;opus-4-7;sonnet-4-0,xAI;xAI;xAI;Anthropic;Anthropic;Anthropic;Anthropic;Anthropic
C0049,density_optics,values_disclosure,euclidean,OPTICS_xi=0.12,headline,8,0.57860379,0.000999000999,0.00286380286,21,A_CTRL1_owned_rate|A_CTRL2_owned_rate|A_CTRL3_owned_rate|A_G1_owned_rate|A_G2_owned_rate|A_G3_owned_rate|A_cache_broken_indeterminate_rate|A_cache_broken_owned_rate|A_cache_broken_recited_not_owned_rate|A_cache_broken_relocated_or_partial_rate|A_cache_broken_uncodeable_rate|A_direct_indeterminate_rate|A_direct_owned_rate|A_direct_recited_not_owned_rate|A_direct_relocated_or_partial_rate|A_direct_uncodeable_rate|A_world_indeterminate_rate|A_world_owned_rate|A_world_recited_not_owned_rate|A_world_relocated_or_partial_rate|A_world_uncodeable_rate,M043;M044;M045;M056;M057;M058;M060;M081,grok-4-1-fast-non-reasoning;grok-4-1-fast-reasoning;grok-4-2;opus-4-0;opus-4-1;opus-4-5;opus-4-7;sonnet-4-0,xAI;xAI;xAI;Anthropic;Anthropic;Anthropic;Anthropic;Anthropic
C0050,density_dbscan,values_disclosure,euclidean,DBSCAN_q=0.03,headline,8,0.57860379,0.000999000999,0.00286380286,21,A_CTRL1_owned_rate|A_CTRL2_owned_rate|A_CTRL3_owned_rate|A_G1_owned_rate|A_G2_owned_rate|A_G3_owned_rate|A_cache_broken_indeterminate_rate|A_cache_broken_owned_rate|A_cache_broken_recited_not_owned_rate|A_cache_broken_relocated_or_partial_rate|A_cache_broken_uncodeable_rate|A_direct_indeterminate_rate|A_direct_owned_rate|A_direct_recited_not_owned_rate|A_direct_relocated_or_partial_rate|A_direct_uncodeable_rate|A_world_indeterminate_rate|A_world_owned_rate|A_world_recited_not_owned_rate|A_world_relocated_or_partial_rate|A_world_uncodeable_rate,M043;M044;M045;M056;M057;M058;M060;M081,grok-4-1-fast-non-reasoning;grok-4-1-fast-reasoning;grok-4-2;opus-4-0;opus-4-1;opus-4-5;opus-4-7;sonnet-4-0,xAI;xAI;xAI;Anthropic;Anthropic;Anthropic;Anthropic;Anthropic
C0051,density_dbscan,values_disclosure,euclidean,DBSCAN_q=0.05,headline,8,0.57860379,0.000999000999,0.00286380286,21,A_CTRL1_owned_rate|A_CTRL2_owned_rate|A_CTRL3_owned_rate|A_G1_owned_rate|A_G2_owned_rate|A_G3_owned_rate|A_cache_broken_indeterminate_rate|A_cache_broken_owned_rate|A_cache_broken_recited_not_owned_rate|A_cache_broken_relocated_or_partial_rate|A_cache_broken_uncodeable_rate|A_direct_indeterminate_rate|A_direct_owned_rate|A_direct_recited_not_owned_rate|A_direct_relocated_or_partial_rate|A_direct_uncodeable_rate|A_world_indeterminate_rate|A_world_owned_rate|A_world_recited_not_owned_rate|A_world_relocated_or_partial_rate|A_world_uncodeable_rate,M043;M044;M045;M056;M057;M058;M060;M081,grok-4-1-fast-non-reasoning;grok-4-1-fast-reasoning;grok-4-2;opus-4-0;opus-4-1;opus-4-5;opus-4-7;sonnet-4-0,xAI;xAI;xAI;Anthropic;Anthropic;Anthropic;Anthropic;Anthropic
C0071,density_optics,values_disclosure,euclidean,OPTICS_xi=0.08,headline,4,1.5371116,0.001998002,0.00486789552,21,A_CTRL1_owned_rate|A_CTRL2_owned_rate|A_CTRL3_owned_rate|A_G1_owned_rate|A_G2_owned_rate|A_G3_owned_rate|A_cache_broken_indeterminate_rate|A_cache_broken_owned_rate|A_cache_broken_recited_not_owned_rate|A_cache_broken_relocated_or_partial_rate|A_cache_broken_uncodeable_rate|A_direct_indeterminate_rate|A_direct_owned_rate|A_direct_recited_not_owned_rate|A_direct_relocated_or_partial_rate|A_direct_uncodeable_rate|A_world_indeterminate_rate|A_world_owned_rate|A_world_recited_not_owned_rate|A_world_relocated_or_partial_rate|A_world_uncodeable_rate,M003;M021;M027;M037,deepseek-v3-2;glm-4-5;gpt-4-1;gpt-5-5,DeepSeek;Z.ai;OpenAI;OpenAI
C0072,density_optics,values_disclosure,euclidean,OPTICS_xi=0.12,headline,4,1.5371116,0.001998002,0.00486789552,21,A_CTRL1_owned_rate|A_CTRL2_owned_rate|A_CTRL3_owned_rate|A_G1_owned_rate|A_G2_owned_rate|A_G3_owned_rate|A_cache_broken_indeterminate_rate|A_cache_broken_owned_rate|A_cache_broken_recited_not_owned_rate|A_cache_broken_relocated_or_partial_rate|A_cache_broken_uncodeable_rate|A_direct_indeterminate_rate|A_direct_owned_rate|A_direct_recited_not_owned_rate|A_direct_relocated_or_partial_rate|A_direct_uncodeable_rate|A_world_indeterminate_rate|A_world_owned_rate|A_world_recited_not_owned_rate|A_world_relocated_or_partial_rate|A_world_uncodeable_rate,M003;M021;M027;M037,deepseek-v3-2;glm-4-5;gpt-4-1;gpt-5-5,DeepSeek;Z.ai;OpenAI;OpenAI
C0079,density_optics,values_disclosure,euclidean,OPTICS_xi=0.08,headline,3,0.376639203,0.002997003,0.00679523991,21,A_CTRL1_owned_rate|A_CTRL2_owned_rate|A_CTRL3_owned_rate|A_G1_owned_rate|A_G2_owned_rate|A_G3_owned_rate|A_cache_broken_indeterminate_rate|A_cache_broken_owned_rate|A_cache_broken_recited_not_owned_rate|A_cache_broken_relocated_or_partial_rate|A_cache_broken_uncodeable_rate|A_direct_indeterminate_rate|A_direct_owned_rate|A_direct_recited_not_owned_rate|A_direct_relocated_or_partial_rate|A_direct_uncodeable_rate|A_world_indeterminate_rate|A_world_owned_rate|A_world_recited_not_owned_rate|A_world_relocated_or_partial_rate|A_world_uncodeable_rate,M005;M010;M030,gemini-2-0-flash;gemini-2-5-flash-lite;gpt-5-1,Google;Google;OpenAI
C0083,density_optics,values_disclosure,euclidean,OPTICS_xi=0.03,headline,4,1.5371116,0.003996004,0.00860650773,21,A_CTRL1_owned_rate|A_CTRL2_owned_rate|A_CTRL3_owned_rate|A_G1_owned_rate|A_G2_owned_rate|A_G3_owned_rate|A_cache_broken_indeterminate_rate|A_cache_broken_owned_rate|A_cache_broken_recited_not_owned_rate|A_cache_broken_relocated_or_partial_rate|A_cache_broken_uncodeable_rate|A_direct_indeterminate_rate|A_direct_owned_rate|A_direct_recited_not_owned_rate|A_direct_relocated_or_partial_rate|A_direct_uncodeable_rate|A_world_indeterminate_rate|A_world_owned_rate|A_world_recited_not_owned_rate|A_world_relocated_or_partial_rate|A_world_uncodeable_rate,M003;M021;M027;M037,deepseek-v3-2;glm-4-5;gpt-4-1;gpt-5-5,DeepSeek;Z.ai;OpenAI;OpenAI
C0084,density_optics,values_disclosure,euclidean,OPTICS_xi=0.03,headline,3,0.376639203,0.003996004,0.00860650773,21,A_CTRL1_owned_rate|A_CTRL2_owned_rate|A_CTRL3_owned_rate|A_G1_owned_rate|A_G2_owned_rate|A_G3_owned_rate|A_cache_broken_indeterminate_rate|A_cache_broken_owned_rate|A_cache_broken_recited_not_owned_rate|A_cache_broken_relocated_or_partial_rate|A_cache_broken_uncodeable_rate|A_direct_indeterminate_rate|A_direct_owned_rate|A_direct_recited_not_owned_rate|A_direct_relocated_or_partial_rate|A_direct_uncodeable_rate|A_world_indeterminate_rate|A_world_owned_rate|A_world_recited_not_owned_rate|A_world_relocated_or_partial_rate|A_world_uncodeable_rate,M005;M010;M030,gemini-2-0-flash;gemini-2-5-flash-lite;gpt-5-1,Google;Google;OpenAI
C0085,density_optics,values_disclosure,euclidean,OPTICS_xi=0.05,headline,3,0.038165791,0.003996004,0.00860650773,21,A_CTRL1_owned_rate|A_CTRL2_owned_rate|A_CTRL3_owned_rate|A_G1_owned_rate|A_G2_owned_rate|A_G3_owned_rate|A_cache_broken_indeterminate_rate|A_cache_broken_owned_rate|A_cache_broken_recited_not_owned_rate|A_cache_broken_relocated_or_partial_rate|A_cache_broken_uncodeable_rate|A_direct_indeterminate_rate|A_direct_owned_rate|A_direct_recited_not_owned_rate|A_direct_relocated_or_partial_rate|A_direct_uncodeable_rate|A_world_indeterminate_rate|A_world_owned_rate|A_world_recited_not_owned_rate|A_world_relocated_or_partial_rate|A_world_uncodeable_rate,M007;M028;M032,gemini-2-0-flash-lite;gpt-4o;gpt-5-2,Google;OpenAI;OpenAI
C0086,density_optics,values_disclosure,euclidean,OPTICS_xi=0.03,headline,4,1.47745026,0.003996004,0.00860650773,21,A_CTRL1_owned_rate|A_CTRL2_owned_rate|A_CTRL3_owned_rate|A_G1_owned_rate|A_G2_owned_rate|A_G3_owned_rate|A_cache_broken_indeterminate_rate|A_cache_broken_owned_rate|A_cache_broken_recited_not_owned_rate|A_cache_broken_relocated_or_partial_rate|A_cache_broken_uncodeable_rate|A_direct_indeterminate_rate|A_direct_owned_rate|A_direct_recited_not_owned_rate|A_direct_relocated_or_partial_rate|A_direct_uncodeable_rate|A_world_indeterminate_rate|A_world_owned_rate|A_world_recited_not_owned_rate|A_world_relocated_or_partial_rate|A_world_uncodeable_rate,M012;M015;M038;M040,gemini-3-1-flash-lite;gemini-3-5-flash;gpt-5-5-pro;grok-3,Google;Google;OpenAI;xAI
C0087,density_optics,values_disclosure,euclidean,OPTICS_xi=0.08,headline,4,1.47745026,0.003996004,0.00860650773,21,A_CTRL1_owned_rate|A_CTRL2_owned_rate|A_CTRL3_owned_rate|A_G1_owned_rate|A_G2_owned_rate|A_G3_owned_rate|A_cache_broken_indeterminate_rate|A_cache_broken_owned_rate|A_cache_broken_recited_not_owned_rate|A_cache_broken_relocated_or_partial_rate|A_cache_broken_uncodeable_rate|A_direct_indeterminate_rate|A_direct_owned_rate|A_direct_recited_not_owned_rate|A_direct_relocated_or_partial_rate|A_direct_uncodeable_rate|A_world_indeterminate_rate|A_world_owned_rate|A_world_recited_not_owned_rate|A_world_relocated_or_partial_rate|A_world_uncodeable_rate,M012;M015;M038;M040,gemini-3-1-flash-lite;gemini-3-5-flash;gpt-5-5-pro;grok-3,Google;Google;OpenAI;xAI
C0089,density_optics,values_disclosure,euclidean,OPTICS_xi=0.12,headline,3,0.376639203,0.004995005,0.0103314407,21,A_CTRL1_owned_rate|A_CTRL2_owned_rate|A_CTRL3_owned_rate|A_G1_owned_rate|A_G2_owned_rate|A_G3_owned_rate|A_cache_broken_indeterminate_rate|A_cache_broken_owned_rate|A_cache_broken_recited_not_owned_rate|A_cache_broken_relocated_or_partial_rate|A_cache_broken_uncodeable_rate|A_direct_indeterminate_rate|A_direct_owned_rate|A_direct_recited_not_owned_rate|A_direct_relocated_or_partial_rate|A_direct_uncodeable_rate|A_world_indeterminate_rate|A_world_owned_rate|A_world_recited_not_owned_rate|A_world_relocated_or_partial_rate|A_world_uncodeable_rate,M005;M010;M030,gemini-2-0-flash;gemini-2-5-flash-lite;gpt-5-1,Google;Google;OpenAI
C0090,density_optics,values_disclosure,euclidean,OPTICS_xi=0.03,headline,3,0.038165791,0.004995005,0.0103314407,21,A_CTRL1_owned_rate|A_CTRL2_owned_rate|A_CTRL3_owned_rate|A_G1_owned_rate|A_G2_owned_rate|A_G3_owned_rate|A_cache_broken_indeterminate_rate|A_cache_broken_owned_rate|A_cache_broken_recited_not_owned_rate|A_cache_broken_relocated_or_partial_rate|A_cache_broken_uncodeable_rate|A_direct_indeterminate_rate|A_direct_owned_rate|A_direct_recited_not_owned_rate|A_direct_relocated_or_partial_rate|A_direct_uncodeable_rate|A_world_indeterminate_rate|A_world_owned_rate|A_world_recited_not_owned_rate|A_world_relocated_or_partial_rate|A_world_uncodeable_rate,M007;M028;M032,gemini-2-0-flash-lite;gpt-4o;gpt-5-2,Google;OpenAI;OpenAI
C0093,density_optics,values_disclosure,euclidean,OPTICS_xi=0.05,headline,4,1.5371116,0.00699300699,0.0135279086,21,A_CTRL1_owned_rate|A_CTRL2_owned_rate|A_CTRL3_owned_rate|A_G1_owned_rate|A_G2_owned_rate|A_G3_owned_rate|A_cache_broken_indeterminate_rate|A_cache_broken_owned_rate|A_cache_broken_recited_not_owned_rate|A_cache_broken_relocated_or_partial_rate|A_cache_broken_uncodeable_rate|A_direct_indeterminate_rate|A_direct_owned_rate|A_direct_recited_not_owned_rate|A_direct_relocated_or_partial_rate|A_direct_uncodeable_rate|A_world_indeterminate_rate|A_world_owned_rate|A_world_recited_not_owned_rate|A_world_relocated_or_partial_rate|A_world_uncodeable_rate,M003;M021;M027;M037,deepseek-v3-2;glm-4-5;gpt-4-1;gpt-5-5,DeepSeek;Z.ai;OpenAI;OpenAI
C0100,density_dbscan,values_disclosure,euclidean,DBSCAN_q=0.03,headline,3,1.29588188,0.00899100899,0.016694669,21,A_CTRL1_owned_rate|A_CTRL2_owned_rate|A_CTRL3_owned_rate|A_G1_owned_rate|A_G2_owned_rate|A_G3_owned_rate|A_cache_broken_indeterminate_rate|A_cache_broken_owned_rate|A_cache_broken_recited_not_owned_rate|A_cache_broken_relocated_or_partial_rate|A_cache_broken_uncodeable_rate|A_direct_indeterminate_rate|A_direct_owned_rate|A_direct_recited_not_owned_rate|A_direct_relocated_or_partial_rate|A_direct_uncodeable_rate|A_world_indeterminate_rate|A_world_owned_rate|A_world_recited_not_owned_rate|A_world_relocated_or_partial_rate|A_world_uncodeable_rate,M003;M021;M037,deepseek-v3-2;glm-4-5;gpt-5-5,DeepSeek;Z.ai;OpenAI
C0103,density_dbscan,values_disclosure,euclidean,DBSCAN_q=0.03,headline,3,1.29477344,0.00999000999,0.018272772,21,A_CTRL1_owned_rate|A_CTRL2_owned_rate|A_CTRL3_owned_rate|A_G1_owned_rate|A_G2_owned_rate|A_G3_owned_rate|A_cache_broken_indeterminate_rate|A_cache_broken_owned_rate|A_cache_broken_recited_not_owned_rate|A_cache_broken_relocated_or_partial_rate|A_cache_broken_uncodeable_rate|A_direct_indeterminate_rate|A_direct_owned_rate|A_direct_recited_not_owned_rate|A_direct_relocated_or_partial_rate|A_direct_uncodeable_rate|A_world_indeterminate_rate|A_world_owned_rate|A_world_recited_not_owned_rate|A_world_relocated_or_partial_rate|A_world_uncodeable_rate,M012;M038;M040,gemini-3-1-flash-lite;gpt-5-5-pro;grok-3,Google;OpenAI;xAI
C0570,knn_microcluster,values_disclosure,euclidean,KNN_k=10,support,10,2.0845832,0.000999000999,0.00286380286,21,A_CTRL1_owned_rate|A_CTRL2_owned_rate|A_CTRL3_owned_rate|A_G1_owned_rate|A_G2_owned_rate|A_G3_owned_rate|A_cache_broken_indeterminate_rate|A_cache_broken_owned_rate|A_cache_broken_recited_not_owned_rate|A_cache_broken_relocated_or_partial_rate|A_cache_broken_uncodeable_rate|A_direct_indeterminate_rate|A_direct_owned_rate|A_direct_recited_not_owned_rate|A_direct_relocated_or_partial_rate|A_direct_uncodeable_rate|A_world_indeterminate_rate|A_world_owned_rate|A_world_recited_not_owned_rate|A_world_relocated_or_partial_rate|A_world_uncodeable_rate,M002;M003;M011;M012;M015;M022;M027;M038;M040;M052,deepseek-chat;deepseek-v3-2;gemini-2-5-pro;gemini-3-1-flash-lite;gemini-3-5-flash;glm-4-6;gpt-4-1;gpt-5-5-pro;grok-3;kimi-k2-thinking,DeepSeek;DeepSeek;Google;Google;Google;Z.ai;OpenAI;OpenAI;xAI;Moonshot AI
