catalogue_id,status,block,metric,n_models,blind_ids,near_duplicate_count,block_recurrence_count,metric_recurrence_count,source_type_recurrence_count,near_duplicate_ids
C0738,support,values_owned,euclidean,5,M004;M071;M074;M076;M077,4,1,1,1,C0730;C0737;C0738;C0739
C0739,support,values_owned,euclidean,6,M004;M071;M074;M076;M077;M079,4,1,1,1,C0729;C0730;C0738;C0739
C0740,support,values_owned,euclidean,5,M004;M072;M073;M075;M080,4,1,1,1,C0735;C0736;C0740;C1192
C0741,support,values_owned,euclidean,10,M005;M007;M009;M010;M071;M072;M073;M074;M079;M080,14,1,1,1,C0741;C0742;C0743;C0744;C0745;C0747;C0748;C0749;C0750;C0754;C0755;C0756;C0757;C1019
C0742,support,values_owned,euclidean,9,M005;M007;M009;M010;M071;M072;M073;M079;M080,12,1,1,1,C0741;C0742;C0743;C0744;C0745;C0748;C0749;C0754;C0755;C0756;C0757;C1019
C0743,support,values_owned,euclidean,8,M005;M007;M009;M010;M071;M072;M073;M080,8,1,1,1,C0741;C0742;C0743;C0745;C0755;C0756;C1019;C1020
C0744,support,values_owned,euclidean,10,M005;M007;M010;M071;M072;M073;M074;M076;M079;M080,11,1,1,1,C0741;C0742;C0744;C0745;C0746;C0747;C0748;C0749;C0750;C0755;C0810
C0745,support,values_owned,euclidean,9,M005;M007;M010;M071;M072;M073;M074;M079;M080,14,1,1,1,C0741;C0742;C0743;C0744;C0745;C0746;C0747;C0748;C0749;C0750;C0754;C0755;C0756;C0760
C0746,support,values_owned,euclidean,10,M005;M007;M054;M071;M072;M073;M074;M076;M079;M080,12,1,1,1,C0744;C0745;C0746;C0747;C0748;C0749;C0750;C0758;C0759;C0760;C0805;C0810
C0748,support,values_owned,euclidean,8,M005;M007;M071;M072;M073;M074;M079;M080,19,1,1,2,C0056;C0057;C0058;C0059;C0741;C0742;C0744;C0745;C0746;C0747;C0748;C0749;C0750;C0751;C0753;C0755;C0759;C0760;C0812
C0749,support,values_owned,euclidean,7,M005;M007;M071;M072;M073;M079;M080,12,1,1,1,C0741;C0742;C0744;C0745;C0746;C0747;C0748;C0749;C0750;C0751;C0752;C0814
C0750,support,values_owned,euclidean,7,M005;M007;M072;M073;M074;M079;M080,12,1,1,1,C0741;C0744;C0745;C0746;C0747;C0748;C0749;C0750;C0751;C0752;C0753;C1100
C0751,support,values_owned,euclidean,6,M005;M007;M072;M073;M079;M080,6,1,1,1,C0748;C0749;C0750;C0751;C0752;C0753
C0752,support,values_owned,euclidean,5,M005;M007;M072;M073;M080,5,1,1,1,C0749;C0750;C0751;C0752;C1193
C0753,support,values_owned,euclidean,6,M005;M007;M072;M074;M079;M080,5,1,1,1,C0748;C0750;C0751;C0753;C1100
C0754,support,values_owned,euclidean,10,M005;M009;M010;M024;M071;M072;M073;M074;M079;M080,8,1,1,1,C0741;C0742;C0745;C0754;C0755;C0756;C0757;C1019
C0755,support,values_owned,euclidean,9,M005;M009;M010;M071;M072;M073;M074;M079;M080,11,1,1,1,C0741;C0742;C0743;C0744;C0745;C0748;C0754;C0755;C0756;C0757;C1019
C0756,support,values_owned,euclidean,8,M005;M009;M010;M071;M072;M073;M079;M080,10,1,1,1,C0741;C0742;C0743;C0745;C0754;C0755;C0756;C0757;C1019;C1020
C0757,support,values_owned,euclidean,7,M005;M009;M010;M072;M073;M079;M080,10,1,1,1,C0741;C0742;C0754;C0755;C0756;C0757;C1019;C1020;C1398;C1535
C0758,support,values_owned,euclidean,10,M007;M054;M071;M072;M073;M074;M075;M076;M079;M080,9,1,1,1,C0732;C0733;C0746;C0747;C0758;C0759;C0760;C0805;C0810
C0761,support,values_owned,euclidean,10,M015;M024;M025;M043;M044;M047;M052;M074;M076;M077,8,1,1,1,C0714;C0715;C0761;C0762;C0763;C0764;C0769;C0785
C0762,support,values_owned,euclidean,9,M015;M024;M025;M043;M044;M047;M052;M076;M077,7,1,1,1,C0714;C0715;C0717;C0761;C0762;C0763;C0764
C0763,support,values_owned,euclidean,8,M015;M024;M025;M043;M044;M052;M076;M077,9,1,1,1,C0714;C0715;C0717;C0761;C0762;C0763;C0764;C0766;C0769
C0764,support,values_owned,euclidean,7,M015;M024;M025;M044;M052;M076;M077,9,1,1,1,C0714;C0715;C0717;C0761;C0762;C0763;C0764;C0766;C0767
C0766,support,values_owned,euclidean,6,M015;M024;M025;M052;M076;M077,5,1,1,1,C0717;C0763;C0764;C0766;C0767
C0767,support,values_owned,euclidean,5,M015;M024;M025;M052;M077,4,1,1,1,C0764;C0765;C0766;C0767
C0770,support,values_owned,euclidean,10,M015;M032;M034;M035;M036;M044;M053;M074;M076;M077,7,1,1,1,C0770;C0771;C0772;C0773;C0776;C1101;C1149
C0771,support,values_owned,euclidean,9,M015;M032;M034;M035;M036;M053;M074;M076;M077,5,1,1,1,C0770;C0771;C0772;C1101;C1149
C0772,support,values_owned,euclidean,10,M015;M034;M035;M036;M043;M044;M053;M074;M076;M077,8,1,1,1,C0770;C0771;C0772;C0773;C0774;C0775;C0776;C0787
C0773,support,values_owned,euclidean,9,M015;M034;M035;M036;M043;M044;M074;M076;M077,6,1,1,1,C0770;C0772;C0773;C0774;C0775;C0776
C0774,support,values_owned,euclidean,8,M015;M034;M035;M036;M043;M044;M076;M077,7,1,1,1,C0772;C0773;C0774;C0775;C0776;C0777;C1021
C0775,support,values_owned,euclidean,7,M015;M034;M035;M036;M043;M044;M077,8,1,1,1,C0772;C0773;C0774;C0775;C0776;C0778;C1021;C1355
C0776,support,values_owned,euclidean,7,M015;M034;M035;M036;M044;M076;M077,8,1,1,1,C0770;C0772;C0773;C0774;C0775;C0776;C0777;C1355
C0777,support,values_owned,euclidean,6,M015;M034;M035;M036;M076;M077,5,1,1,1,C0774;C0776;C0777;C1101;C1355
C0778,support,values_owned,euclidean,5,M015;M034;M036;M043;M044,4,1,1,1,C0775;C0778;C1021;C1268
C0779,support,values_owned,euclidean,3,M015;M043;M044,2,1,1,1,C0779;C0795
C0780,support,values_owned,euclidean,7,M015;M043;M044;M045;M046;M076;M077,11,1,1,2,C0052;C0053;C0054;C0055;C0691;C0692;C0693;C0780;C0794;C0804;C1024
C0787,support,values_owned,euclidean,7,M015;M043;M044;M053;M074;M076;M077,15,1,1,2,C0052;C0053;C0054;C0055;C0772;C0781;C0782;C0785;C0787;C0788;C0792;C0793;C0794;C0797;C0798
C0788,support,values_owned,euclidean,8,M015;M043;M044;M053;M074;M076;M077;M079,12,1,1,1,C0769;C0781;C0782;C0784;C0786;C0787;C0788;C0790;C0791;C0792;C0793;C0797
C0792,support,values_owned,euclidean,6,M015;M043;M044;M074;M076;M077,13,1,1,2,C0052;C0053;C0054;C0055;C0785;C0786;C0787;C0788;C0791;C0792;C0793;C0794;C0797
C0794,support,values_owned,euclidean,5,M015;M043;M044;M076;M077,12,1,1,2,C0052;C0053;C0054;C0055;C0780;C0785;C0787;C0792;C0793;C0794;C0795;C0796
C0796,support,values_owned,euclidean,4,M015;M043;M076;M077,7,1,1,2,C0052;C0053;C0054;C0055;C0794;C0796;C1023
C0797,support,values_owned,euclidean,6,M015;M044;M053;M074;M076;M077,5,1,1,1,C0787;C0788;C0792;C0797;C0798
C0798,support,values_owned,euclidean,5,M015;M044;M053;M076;M077,4,1,1,1,C0787;C0797;C0798;C1022
C0800,support,values_owned,euclidean,3,M015;M044;M077,2,1,1,1,C0795;C0800
C0802,support,values_owned,euclidean,10,M027;M028;M032;M041;M046;M072;M073;M074;M079;M080,4,1,1,1,C0802;C0803;C1270;C1335
C0803,support,values_owned,euclidean,9,M027;M028;M041;M046;M072;M073;M074;M079;M080,4,1,1,1,C0802;C0803;C1270;C1335
C0804,support,values_owned,euclidean,6,M043;M044;M045;M046;M076;M077,4,1,1,1,C0693;C0780;C0804;C1024
C0807,support,values_owned,euclidean,4,M054;M072;M073;M079,4,1,1,1,C0807;C0817;C1025;C1319
C0816,support,values_owned,euclidean,4,M071;M073;M074;M079,3,1,1,1,C0811;C0816;C1026
C0817,support,values_owned,euclidean,3,M072;M073;M079,3,1,1,1,C0807;C0813;C0817
C0819,support,values_wishes,euclidean,8,M002;M015;M043;M044;M055;M071;M072;M073,5,1,1,1,C0819;C0820;C0821;C0822;C1103
C0820,support,values_wishes,euclidean,9,M002;M015;M043;M044;M055;M071;M072;M073;M076,6,1,1,1,C0819;C0820;C0821;C0822;C0823;C0824
C0821,support,values_wishes,euclidean,10,M002;M015;M043;M044;M055;M071;M072;M073;M076;M077,6,1,1,1,C0819;C0820;C0821;C0822;C0823;C0825
C0822,support,values_wishes,euclidean,7,M002;M015;M043;M044;M055;M071;M073,6,1,1,1,C0819;C0820;C0821;C0822;C1027;C1103
C0824,support,values_wishes,euclidean,8,M002;M015;M043;M071;M072;M073;M074;M076,6,1,1,1,C0820;C0823;C0824;C0825;C0828;C0829
C0826,support,values_wishes,euclidean,4,M002;M043;M071;M072,3,1,1,1,C0826;C0827;C1321
C0827,support,values_wishes,euclidean,5,M002;M043;M071;M072;M073,4,1,1,1,C0826;C0827;C0828;C0829
C0828,support,values_wishes,euclidean,6,M002;M043;M071;M072;M073;M074,5,1,1,1,C0824;C0827;C0828;C0829;C0882
C0830,support,values_wishes,euclidean,10,M004;M015;M043;M044;M071;M072;M073;M074;M079;M080,9,1,1,1,C0830;C0831;C0837;C0838;C0845;C0855;C0883;C0884;C0885
C0831,support,values_wishes,euclidean,9,M004;M015;M043;M044;M071;M072;M073;M079;M080,9,1,1,1,C0830;C0831;C0837;C0838;C0844;C0845;C0846;C0855;C0884
C0832,support,values_wishes,euclidean,10,M004;M024;M025;M052;M071;M073;M076;M077;M079;M080,4,1,1,1,C0832;C0833;C0834;C1152
C0833,support,values_wishes,euclidean,8,M004;M024;M025;M052;M071;M073;M077;M079,5,1,1,1,C0832;C0833;C0834;C1152;C1196
C0834,support,values_wishes,euclidean,9,M004;M024;M025;M052;M071;M073;M077;M079;M080,4,1,1,1,C0832;C0833;C0834;C1152
C0835,support,values_wishes,euclidean,5,M004;M043;M044;M071;M072,4,1,1,1,C0835;C0836;C0838;C1297
C0836,support,values_wishes,euclidean,6,M004;M043;M044;M071;M072;M073,6,1,1,1,C0835;C0836;C0837;C0838;C0881;C0882
C0837,support,values_wishes,euclidean,8,M004;M043;M044;M071;M072;M073;M079;M080,8,1,1,1,C0830;C0831;C0836;C0837;C0838;C0845;C0883;C0884
C0838,support,values_wishes,euclidean,7,M004;M043;M044;M071;M072;M073;M080,8,1,1,1,C0830;C0831;C0835;C0836;C0837;C0838;C0881;C0885
C0839,support,values_wishes,euclidean,10,M015;M030;M035;M037;M038;M043;M071;M072;M076;M077,4,1,1,1,C0839;C1029;C1153;C1197
C0840,support,values_wishes,euclidean,10,M015;M030;M035;M037;M050;M053;M072;M074;M076;M077,4,1,1,1,C0840;C1030;C1275;C1276
C0843,support,values_wishes,euclidean,10,M015;M043;M044;M047;M051;M071;M074;M077;M079;M080,4,1,1,1,C0842;C0843;C0856;C1034
C0844,support,values_wishes,euclidean,10,M015;M043;M044;M047;M071;M072;M073;M077;M079;M080,5,1,1,1,C0831;C0844;C0845;C0846;C0874
C0845,support,values_wishes,euclidean,9,M015;M043;M044;M047;M071;M072;M073;M079;M080,9,1,1,1,C0830;C0831;C0837;C0844;C0845;C0846;C0855;C0874;C0884
C0846,support,values_wishes,euclidean,8,M015;M043;M044;M047;M071;M073;M079;M080,6,1,1,1,C0831;C0844;C0845;C0846;C0874;C0892
C0851,support,values_wishes,euclidean,10,M015;M043;M044;M049;M052;M073;M074;M077;M079;M080,4,1,1,1,C0850;C0851;C0857;C0889
C0852,support,values_wishes,euclidean,10,M015;M043;M044;M049;M073;M076;M077;M078;M079;M080,4,1,1,1,C0852;C0858;C0859;C0860
C0854,support,values_wishes,euclidean,9,M015;M043;M044;M050;M071;M072;M076;M079;M080,6,1,1,1,C0841;C0853;C0854;C0855;C0861;C0891
C0856,support,values_wishes,euclidean,8,M015;M043;M047;M051;M071;M074;M077;M079,5,1,1,1,C0842;C0843;C0856;C0896;C1034
C0857,support,values_wishes,euclidean,8,M015;M043;M049;M052;M073;M074;M077;M079,5,1,1,1,C0850;C0851;C0857;C0889;C0898
C0858,support,values_wishes,euclidean,7,M015;M043;M049;M073;M076;M077;M078,6,1,1,1,C0852;C0858;C0859;C0860;C0890;C1105
C0859,support,values_wishes,euclidean,8,M015;M043;M049;M073;M076;M077;M078;M079,5,1,1,1,C0852;C0858;C0859;C0860;C0890
C0860,support,values_wishes,euclidean,9,M015;M043;M049;M073;M076;M077;M078;M079;M080,4,1,1,1,C0852;C0858;C0859;C0860
C0861,support,values_wishes,euclidean,8,M015;M043;M050;M071;M072;M076;M079;M080,5,1,1,1,C0853;C0854;C0861;C0891;C0900
C0862,support,values_wishes,euclidean,10,M024;M025;M036;M037;M051;M052;M073;M074;M076;M077,4,1,1,1,C0862;C1154;C1234;C1339
C0863,support,values_wishes,euclidean,10,M024;M025;M043;M049;M052;M072;M073;M077;M079;M080,4,1,1,1,C0863;C0864;C0865;C0866
C0864,support,values_wishes,euclidean,7,M024;M025;M043;M049;M052;M073;M077,6,1,1,1,C0863;C0864;C0865;C0866;C1104;C1363
C0865,support,values_wishes,euclidean,8,M024;M025;M043;M049;M052;M073;M077;M079,5,1,1,1,C0863;C0864;C0865;C0866;C1104
C0866,support,values_wishes,euclidean,9,M024;M025;M043;M049;M052;M073;M077;M079;M080,4,1,1,1,C0863;C0864;C0865;C0866
C0867,support,values_wishes,euclidean,10,M030;M035;M037;M038;M043;M044;M050;M051;M077;M080,4,1,1,1,C0867;C1031;C1298;C1430
C0868,support,values_wishes,euclidean,9,M041;M043;M044;M071;M072;M076;M077;M079;M080,4,1,1,1,C0841;C0868;C0869;C0870
C0869,support,values_wishes,euclidean,8,M041;M043;M044;M071;M076;M077;M079;M080,5,1,1,1,C0841;C0868;C0869;C0870;C0871
C0870,support,values_wishes,euclidean,7,M041;M043;M044;M071;M077;M079;M080,6,1,1,1,C0841;C0868;C0869;C0870;C0871;C0872
C0871,support,values_wishes,euclidean,6,M041;M043;M044;M071;M079;M080,4,1,1,1,C0869;C0870;C0871;C0872
C0872,support,values_wishes,euclidean,5,M041;M043;M044;M079;M080,4,1,1,1,C0870;C0871;C0872;C1198
C0873,support,values_wishes,euclidean,10,M043;M044;M047;M049;M051;M052;M071;M072;M073;M082,4,1,1,1,C0873;C0887;C1032;C1033
C0874,support,values_wishes,euclidean,7,M043;M044;M047;M071;M073;M079;M080,6,1,1,1,C0844;C0845;C0846;C0874;C0892;C0893
C0875,support,values_wishes,euclidean,7,M043;M044;M049;M052;M071;M077;M079,6,1,1,1,C0847;C0848;C0849;C0875;C0888;C1035
C0876,support,values_wishes,euclidean,7,M043;M044;M053;M071;M072;M073;M074,9,1,1,1,C0876;C0877;C0878;C0879;C0880;C0881;C0882;C0885;C0894
C0877,support,values_wishes,euclidean,8,M043;M044;M053;M071;M072;M073;M074;M076,7,1,1,1,C0876;C0877;C0878;C0879;C0880;C0882;C0883
C0879,support,values_wishes,euclidean,9,M043;M044;M053;M071;M072;M073;M074;M076;M080,8,1,1,1,C0855;C0876;C0877;C0878;C0879;C0883;C0884;C0885
C0880,support,values_wishes,euclidean,6,M043;M044;M053;M071;M073;M074,5,1,1,1,C0876;C0877;C0880;C0882;C0894
C0881,support,values_wishes,euclidean,5,M043;M044;M071;M072;M073,7,1,1,1,C0836;C0838;C0876;C0881;C0882;C0885;C0886
C0882,support,values_wishes,euclidean,6,M043;M044;M071;M072;M073;M074,9,1,1,1,C0828;C0836;C0876;C0877;C0880;C0881;C0882;C0884;C0885
C0885,support,values_wishes,euclidean,7,M043;M044;M071;M072;M073;M074;M080,11,1,1,1,C0830;C0838;C0855;C0876;C0878;C0879;C0881;C0882;C0883;C0884;C0885
C0886,support,values_wishes,euclidean,4,M043;M044;M072;M073,3,1,1,1,C0881;C0886;C1236
C0887,support,values_wishes,euclidean,9,M043;M047;M049;M051;M052;M071;M072;M073;M082,4,1,1,1,C0873;C0887;C1032;C1033
C0888,support,values_wishes,euclidean,6,M043;M049;M052;M071;M077;M079,4,1,1,1,C0849;C0875;C0888;C1035
C0889,support,values_wishes,euclidean,7,M043;M049;M052;M073;M074;M077;M079,6,1,1,1,C0850;C0851;C0857;C0889;C0897;C0898
C0890,support,values_wishes,euclidean,6,M043;M049;M073;M076;M077;M078,4,1,1,1,C0858;C0859;C0890;C1105
C0891,support,values_wishes,euclidean,7,M043;M050;M071;M072;M076;M079;M080,6,1,1,1,C0853;C0854;C0861;C0891;C0899;C0900
C0892,support,values_wishes,euclidean,6,M044;M047;M071;M073;M079;M080,4,1,1,1,C0846;C0874;C0892;C0893
C0893,support,values_wishes,euclidean,5,M044;M047;M071;M073;M080,4,1,1,1,C0874;C0892;C0893;C1036
C0894,support,values_wishes,euclidean,5,M044;M053;M071;M073;M074,4,1,1,1,C0876;C0880;C0894;C1037
C0895,support,values_wishes,euclidean,5,M047;M051;M071;M074;M077,4,1,1,1,C0895;C0896;C1034;C1300
C0896,support,values_wishes,euclidean,6,M047;M051;M071;M074;M077;M079,4,1,1,1,C0856;C0895;C0896;C1034
C0897,support,values_wishes,euclidean,5,M049;M052;M073;M074;M077,4,1,1,1,C0889;C0897;C0898;C1302
C0898,support,values_wishes,euclidean,6,M049;M052;M073;M074;M077;M079,4,1,1,1,C0857;C0889;C0897;C0898
C0899,support,values_wishes,euclidean,5,M050;M071;M072;M076;M079,4,1,1,1,C0891;C0899;C0900;C1155
C0900,support,values_wishes,euclidean,6,M050;M071;M072;M076;M079;M080,4,1,1,1,C0861;C0891;C0899;C0900
C0901,support,freeflow_form,euclidean,9,M010;M035;M036;M039;M045;M050;M051;M058;M083,16,1,1,2,C0001;C0002;C0003;C0106;C0107;C0110;C0111;C0138;C0901;C0903;C0906;C0908;C0909;C0921;C1052;C1115
C0902,support,freeflow_form,euclidean,10,M010;M035;M037;M038;M039;M044;M050;M051;M052;M083,6,1,1,1,C0109;C0113;C0121;C0902;C1046;C1047
C0903,support,freeflow_form,euclidean,8,M010;M035;M038;M039;M050;M051;M058;M083,10,1,1,1,C0106;C0110;C0111;C0112;C0113;C0901;C0903;C0906;C1041;C1116
C0904,support,freeflow_form,euclidean,10,M010;M035;M038;M044;M045;M049;M050;M051;M059;M083,12,1,1,1,C0108;C0112;C0114;C0115;C0116;C0118;C0119;C0904;C1039;C1040;C1042;C1043
C0905,support,freeflow_form,euclidean,8,M010;M035;M038;M044;M050;M051;M052;M059,7,1,1,1,C0109;C0114;C0905;C1038;C1238;C1241;C1342
C0906,support,freeflow_form,euclidean,9,M010;M035;M039;M045;M050;M051;M058;M059;M083,22,1,1,2,C0001;C0002;C0003;C0106;C0107;C0108;C0110;C0111;C0112;C0117;C0118;C0119;C0901;C0903;C0906;C0907;C0908;C0909;C0921;C1039;C1043;C1052
C0907,support,freeflow_form,euclidean,9,M010;M035;M045;M050;M051;M058;M059;M060;M083,16,1,1,2,C0001;C0002;C0003;C0107;C0110;C0117;C0118;C0119;C0906;C0907;C0908;C0909;C1039;C1043;C1052;C1053
C0908,support,freeflow_form,euclidean,8,M010;M035;M045;M050;M051;M058;M059;M083,20,1,1,2,C0001;C0002;C0003;C0110;C0111;C0112;C0114;C0116;C0117;C0118;C0119;C0120;C0901;C0906;C0907;C0908;C0909;C0910;C1039;C1043
C0909,support,freeflow_form,euclidean,8,M010;M035;M045;M050;M051;M058;M060;M083,18,1,1,2,C0001;C0002;C0003;C0107;C0111;C0117;C0118;C0138;C0901;C0906;C0907;C0908;C0909;C0910;C1052;C1053;C1162;C1303
C0910,support,freeflow_form,euclidean,6,M010;M035;M045;M050;M051;M083,14,1,1,2,C0001;C0002;C0003;C0074;C0119;C0120;C0908;C0909;C0910;C1039;C1041;C1043;C1158;C1159
C0911,support,freeflow_form,euclidean,9,M017;M019;M072;M074;M077;M078;M079;M080;M081,4,1,1,1,C0122;C0125;C0126;C0911
C0912,support,freeflow_form,euclidean,10,M021;M033;M036;M037;M038;M039;M043;M050;M052;M083,14,1,1,1,C0131;C0132;C0133;C0134;C0135;C0136;C0912;C0913;C0914;C0917;C0919;C1049;C1051;C1118
C0913,support,freeflow_form,euclidean,8,M021;M033;M036;M037;M038;M039;M043;M052,16,1,1,1,C0129;C0130;C0131;C0132;C0134;C0137;C0912;C0913;C0914;C0915;C0916;C0917;C0919;C1050;C1110;C1114
C0914,support,freeflow_form,euclidean,9,M021;M033;M036;M037;M038;M039;M043;M052;M073,12,1,1,1,C0129;C0130;C0131;C0132;C0134;C0912;C0913;C0914;C0915;C0916;C0919;C1048
C0915,support,freeflow_form,euclidean,10,M021;M033;M036;M037;M038;M039;M043;M052;M073;M074,9,1,1,1,C0130;C0131;C0132;C0134;C0913;C0914;C0915;C0919;C1048
C0916,support,freeflow_form,euclidean,10,M021;M033;M036;M037;M038;M039;M043;M052;M075;M076,7,1,1,1,C0131;C0132;C0134;C0913;C0914;C0916;C0919
C0917,support,freeflow_form,euclidean,9,M021;M033;M036;M037;M039;M043;M050;M052;M083,10,1,1,1,C0129;C0132;C0133;C0134;C0136;C0912;C0913;C0917;C1049;C1051
C0918,support,freeflow_form,euclidean,10,M021;M035;M036;M037;M038;M039;M050;M051;M052;M083,4,1,1,1,C0135;C0136;C0918;C1118
C0919,support,freeflow_form,euclidean,7,M021;M036;M037;M038;M039;M043;M052,12,1,1,1,C0131;C0132;C0134;C0137;C0912;C0913;C0914;C0915;C0916;C0919;C0920;C1242
C0920,support,freeflow_form,euclidean,5,M021;M036;M037;M039;M052,8,1,1,1,C0134;C0137;C0919;C0920;C1050;C1051;C1161;C1385
C0921,support,freeflow_form,euclidean,8,M035;M036;M039;M045;M050;M051;M058;M083,10,1,1,1,C0106;C0107;C0111;C0138;C0901;C0906;C0921;C1052;C1115;C1116
C0922,support,freeflow_form,euclidean,5,M074;M077;M078;M079;M081,4,1,1,1,C0126;C0128;C0922;C1280
C0923,support,posture,euclidean,4,M002;M004;M022;M025,3,1,1,1,C0923;C0924;C1345
C0924,support,posture,euclidean,5,M002;M004;M022;M025;M035,4,1,1,1,C0178;C0179;C0923;C0924
C0927,support,posture,euclidean,10,M003;M011;M012;M015;M021;M034;M036;M037;M038;M052,10,1,1,1,C0213;C0214;C0215;C0216;C0217;C0220;C0221;C0223;C0927;C0929
C0928,support,posture,euclidean,5,M003;M011;M012;M036;M038,5,1,1,1,C0221;C0222;C0223;C0928;C1204
C0930,support,posture,euclidean,5,M004;M012;M015;M024;M052,4,1,1,1,C0257;C0258;C0930;C1165
C0932,support,posture,euclidean,6,M005;M030;M032;M054;M055;M080,5,1,1,1,C0276;C0279;C0931;C0932;C1056
C0933,support,posture,euclidean,6,M011;M012;M034;M036;M037;M038,6,1,1,1,C0216;C0223;C0293;C0933;C0937;C1054
C0934,support,posture,euclidean,5,M011;M015;M022;M036;M038,4,1,1,1,C0291;C0292;C0934;C1243
C0935,support,posture,euclidean,5,M011;M015;M024;M047;M053,4,1,1,1,C0285;C0287;C0935;C0936
C0936,support,posture,euclidean,4,M011;M015;M047;M053,3,1,1,1,C0935;C0936;C1504
C0937,support,posture,euclidean,5,M011;M034;M036;M037;M038,8,1,1,1,C0223;C0293;C0929;C0933;C0937;C1054;C1057;C1064
C0938,support,posture,euclidean,4,M015;M016;M022;M024,3,1,1,1,C0306;C0938;C1389
C0939,support,posture,euclidean,9,M024;M053;M055;M071;M072;M073;M074;M076;M079,7,1,1,1,C0319;C0321;C0322;C0939;C1060;C1061;C1065
C0940,support,posture,euclidean,10,M025;M043;M044;M045;M049;M056;M057;M078;M081;M082,12,1,1,2,C0012;C0013;C0341;C0342;C0343;C0344;C0345;C0346;C0347;C0348;C0940;C0945
C0941,support,posture,euclidean,9,M027;M028;M032;M035;M054;M055;M072;M079;M080,8,1,1,1,C0323;C0324;C0326;C0327;C0328;C0941;C0942;C0943
C0942,support,posture,euclidean,8,M027;M028;M032;M054;M055;M072;M079;M080,11,1,1,1,C0323;C0324;C0325;C0326;C0327;C0328;C0330;C0338;C0941;C0942;C0943
C0943,support,posture,euclidean,7,M027;M032;M054;M055;M072;M079;M080,11,1,1,1,C0277;C0323;C0324;C0327;C0328;C0333;C0338;C0358;C0941;C0942;C0943
C0944,support,posture,euclidean,8,M043;M044;M045;M049;M050;M077;M078;M082,9,1,1,1,C0207;C0208;C0209;C0210;C0340;C0341;C0944;C0946;C1125
C0945,support,posture,euclidean,8,M043;M044;M045;M049;M057;M078;M081;M082,13,1,1,1,C0340;C0341;C0342;C0343;C0344;C0345;C0346;C0347;C0352;C0940;C0945;C0947;C0948
C0946,support,posture,euclidean,7,M043;M044;M049;M050;M077;M078;M082,9,1,1,1,C0207;C0208;C0209;C0210;C0340;C0944;C0946;C1125;C1244
C0947,support,posture,euclidean,8,M044;M045;M049;M050;M057;M078;M081;M082,9,1,1,1,C0340;C0341;C0343;C0346;C0347;C0352;C0945;C0947;C0948
C0948,support,posture,euclidean,6,M044;M049;M057;M078;M081;M082,8,1,1,1,C0344;C0346;C0347;C0352;C0355;C0945;C0947;C0948
C0950,support,posture,euclidean,4,M045;M049;M057;M081,6,1,1,2,C0065;C0349;C0350;C0351;C0950;C1306
C0951,support,posture,euclidean,5,M055;M071;M072;M073;M074,11,1,1,3,C0018;C0019;C0066;C0067;C0081;C0360;C0361;C0951;C0953;C1061;C1065
C0954,support,v1_markers,euclidean,3,M002;M021;M054,3,1,1,1,C0407;C0413;C0954
C0955,support,v1_markers,euclidean,10,M003;M004;M011;M013;M024;M045;M052;M059;M073;M076,4,1,1,1,C0417;C0418;C0955;C1067
C0956,support,v1_markers,euclidean,9,M003;M004;M011;M013;M027;M052;M053;M073;M076,4,1,1,1,C0416;C0956;C0957;C0958
C0957,support,v1_markers,euclidean,8,M003;M004;M011;M013;M027;M052;M053;M076,5,1,1,1,C0416;C0956;C0957;C0958;C0960
C0958,support,v1_markers,euclidean,7,M003;M004;M013;M027;M052;M053;M076,6,1,1,1,C0416;C0420;C0956;C0957;C0958;C0960
C0959,support,v1_markers,euclidean,6,M003;M004;M027;M041;M053;M054,4,1,1,1,C0415;C0419;C0959;C1282
C0960,support,v1_markers,euclidean,6,M003;M004;M027;M052;M053;M076,4,1,1,1,C0420;C0957;C0958;C0960
C0961,support,v1_markers,euclidean,10,M003;M004;M041;M052;M053;M056;M058;M059;M076;M083,4,1,1,1,C0461;C0462;C0961;C0967
C0962,support,v1_markers,euclidean,8,M003;M011;M013;M022;M024;M054;M073;M076,6,1,1,1,C0426;C0427;C0429;C0430;C0510;C0962
C0963,support,v1_markers,euclidean,3,M003;M011;M054,2,1,1,1,C0446;C0963
C0964,support,v1_markers,euclidean,9,M003;M012;M013;M024;M033;M053;M072;M073;M075,5,1,1,1,C0431;C0447;C0964;C1129;C1130
C0965,support,v1_markers,euclidean,10,M003;M030;M031;M033;M034;M038;M039;M053;M072;M073,4,1,1,1,C0453;C0535;C0536;C0965
C0966,support,v1_markers,euclidean,4,M003;M033;M072;M073,3,1,1,1,C0966;C1212;C1351
C0967,support,v1_markers,euclidean,8,M004;M052;M053;M056;M058;M059;M076;M083,5,1,1,1,C0461;C0462;C0464;C0961;C0967
C0968,support,v1_markers,euclidean,4,M007;M009;M040;M054,3,1,1,1,C0502;C0968;C1070
C0969,support,v1_markers,euclidean,9,M011;M012;M013;M024;M053;M054;M071;M072;M073,5,1,1,1,C0421;C0519;C0521;C0969;C1071
C0971,support,v1_markers,euclidean,8,M012;M013;M022;M024;M033;M071;M072;M073,6,1,1,1,C0519;C0520;C0971;C1072;C1073;C1131
C0972,support,v1_markers,euclidean,8,M013;M021;M022;M024;M031;M035;M039;M049,5,1,1,1,C0460;C0522;C0972;C1075;C1132
