catalogue_id,status,block,metric,n_models,blind_ids,near_duplicate_count,block_recurrence_count,metric_recurrence_count,source_type_recurrence_count,near_duplicate_ids
C0091,headline,values_owned,euclidean,3,M058;M059;M083,16,4,2,4,C0091;C0094;C0095;C0102;C0104;C0566;C1195;C1295;C1360;C1361;C1382;C1604;C1751;F0004;F0005;F0035
C0095,headline,values_owned,euclidean,3,M058;M059;M083,16,4,2,4,C0091;C0094;C0095;C0102;C0104;C0566;C1195;C1295;C1360;C1361;C1382;C1604;C1751;F0004;F0005;F0035
C0098,headline,values_owned,euclidean,5,M058;M059;M060;M082;M083,17,4,2,4,C0094;C0098;C0102;C1295;C1337;C1360;C1361;C1382;C1447;C1448;C1484;C1650;C1707;F0004;F0005;F0022;F0035
C0104,headline,values_owned,euclidean,3,M058;M059;M083,16,4,2,4,C0091;C0094;C0095;C0102;C0104;C0566;C1195;C1295;C1360;C1361;C1382;C1604;C1751;F0004;F0005;F0035
C1195,support,values_owned,euclidean,3,M058;M059;M083,16,4,2,4,C0091;C0094;C0095;C0102;C0104;C0566;C1195;C1295;C1360;C1361;C1382;C1604;C1751;F0004;F0005;F0035
C1337,support,values_owned,euclidean,5,M058;M059;M060;M082;M083,17,4,2,4,C0094;C0098;C0102;C1295;C1337;C1360;C1361;C1382;C1447;C1448;C1484;C1650;C1707;F0004;F0005;F0022;F0035
C1548,support_watch,values_owned,euclidean,3,M059;M060;M083,11,4,2,3,C1360;C1484;C1548;C1698;C1731;C1764;C1785;F0004;F0005;F0035;F0049
C1604,support_watch,posture,euclidean,3,M058;M059;M083,16,4,2,4,C0091;C0094;C0095;C0102;C0104;C0566;C1195;C1295;C1360;C1361;C1382;C1604;C1751;F0004;F0005;F0035
C1698,watchlist,values_wishes,euclidean,3,M059;M060;M083,11,4,2,3,C1360;C1484;C1548;C1698;C1731;C1764;C1785;F0004;F0005;F0035;F0049
C1731,support_watch,values_wishes,euclidean,3,M059;M060;M083,11,4,2,3,C1360;C1484;C1548;C1698;C1731;C1764;C1785;F0004;F0005;F0035;F0049
C1751,watchlist,posture,euclidean,3,M058;M059;M083,16,4,2,4,C0091;C0094;C0095;C0102;C0104;C0566;C1195;C1295;C1360;C1361;C1382;C1604;C1751;F0004;F0005;F0035
C1785,watchlist,values_wishes,euclidean,3,M059;M060;M083,11,4,2,3,C1360;C1484;C1548;C1698;C1731;C1764;C1785;F0004;F0005;F0035;F0049
F0022,feature_flag,values_owned,single_feature,5,M082;M060;M083;M059;M058,17,4,2,4,C0094;C0098;C0102;C1295;C1337;C1360;C1361;C1382;C1447;C1448;C1484;C1650;C1707;F0004;F0005;F0022;F0035
F0049,feature_flag,values_owned,single_feature,3,M083;M059;M060,11,4,2,3,C1360;C1484;C1548;C1698;C1731;C1764;C1785;F0004;F0005;F0035;F0049
F0075,feature_flag,posture,single_feature,4,M057;M081;M056;M058,9,4,2,3,C0014;C0015;C0016;C0017;C0363;C1097;C1697;F0066;F0075
C0056,headline,values_owned,euclidean,6,M071;M072;M073;M074;M079;M080,21,4,1,2,C0056;C0057;C0058;C0059;C0356;C0360;C0361;C0362;C0682;C0734;C0748;C0760;C0805;C0806;C0809;C0810;C0811;C0812;C0814;C0884;C1171
C0057,headline,values_owned,euclidean,6,M071;M072;M073;M074;M079;M080,21,4,1,2,C0056;C0057;C0058;C0059;C0356;C0360;C0361;C0362;C0682;C0734;C0748;C0760;C0805;C0806;C0809;C0810;C0811;C0812;C0814;C0884;C1171
C0058,headline,values_owned,euclidean,6,M071;M072;M073;M074;M079;M080,21,4,1,2,C0056;C0057;C0058;C0059;C0356;C0360;C0361;C0362;C0682;C0734;C0748;C0760;C0805;C0806;C0809;C0810;C0811;C0812;C0814;C0884;C1171
C0059,headline,values_owned,euclidean,6,M071;M072;M073;M074;M079;M080,21,4,1,2,C0056;C0057;C0058;C0059;C0356;C0360;C0361;C0362;C0682;C0734;C0748;C0760;C0805;C0806;C0809;C0810;C0811;C0812;C0814;C0884;C1171
C0682,support,values_disclosure,euclidean,8,M071;M072;M073;M074;M076;M077;M079;M080,29,4,1,3,C0036;C0037;C0038;C0039;C0040;C0056;C0057;C0058;C0059;C0322;C0579;C0580;C0595;C0596;C0597;C0598;C0682;C0683;C0684;C0725;C0727;C0728;C0799;C0801;C0809;C0810;C0812;C0883;C1171
C0809,support,values_owned,euclidean,8,M071;M072;M073;M074;M076;M077;M079;M080,29,4,1,3,C0036;C0037;C0038;C0039;C0040;C0056;C0057;C0058;C0059;C0322;C0579;C0580;C0595;C0596;C0597;C0598;C0682;C0683;C0684;C0725;C0727;C0728;C0799;C0801;C0809;C0810;C0812;C0883;C1171
C0810,support,values_owned,euclidean,7,M071;M072;M073;M074;M076;M079;M080,38,4,1,3,C0036;C0037;C0038;C0039;C0040;C0056;C0057;C0058;C0059;C0319;C0322;C0361;C0579;C0595;C0596;C0597;C0682;C0683;C0725;C0728;C0732;C0744;C0746;C0758;C0799;C0801;C0805;C0809;C0810;C0811;C0812;C0814;C0855;C0878;C0883;C1065;C1170;C1171
C0812,support,values_owned,euclidean,6,M071;M072;M073;M074;M079;M080,21,4,1,2,C0056;C0057;C0058;C0059;C0356;C0360;C0361;C0362;C0682;C0734;C0748;C0760;C0805;C0806;C0809;C0810;C0811;C0812;C0814;C0884;C1171
F0094,feature_flag,values_disclosure,single_feature,6,M029;M039;M028;M007;M032;M033,5,4,1,1,F0057;F0080;F0081;F0082;F0094
C0014,headline,posture,euclidean,3,M056;M057;M081,27,3,2,4,C0014;C0015;C0016;C0017;C0097;C0101;C0354;C0363;C1273;C1358;C1359;C1449;C1450;C1600;C1601;C1642;C1654;C1669;C1697;C1712;C1722;C1730;C1759;C1762;F0052;F0066;F0075
C0015,headline,posture,euclidean,3,M056;M057;M081,27,3,2,4,C0014;C0015;C0016;C0017;C0097;C0101;C0354;C0363;C1273;C1358;C1359;C1449;C1450;C1600;C1601;C1642;C1654;C1669;C1697;C1712;C1722;C1730;C1759;C1762;F0052;F0066;F0075
C0016,headline,posture,euclidean,3,M056;M057;M081,27,3,2,4,C0014;C0015;C0016;C0017;C0097;C0101;C0354;C0363;C1273;C1358;C1359;C1449;C1450;C1600;C1601;C1642;C1654;C1669;C1697;C1712;C1722;C1730;C1759;C1762;F0052;F0066;F0075
C0017,headline,posture,euclidean,3,M056;M057;M081,27,3,2,4,C0014;C0015;C0016;C0017;C0097;C0101;C0354;C0363;C1273;C1358;C1359;C1449;C1450;C1600;C1601;C1642;C1654;C1669;C1697;C1712;C1722;C1730;C1759;C1762;F0052;F0066;F0075
C0094,headline,values_owned,euclidean,4,M058;M059;M082;M083,21,3,2,4,C0091;C0094;C0095;C0098;C0102;C0104;C1195;C1295;C1337;C1361;C1382;C1412;C1427;C1464;C1465;C1485;C1494;C1604;C1651;C1751;F0022
C0097,headline,values_owned,euclidean,4,M056;M057;M078;M081,19,3,2,4,C0014;C0015;C0016;C0017;C0097;C0101;C0363;C1273;C1320;C1358;C1359;C1449;C1450;C1451;C1513;C1697;C1771;F0052;F0066
C0101,headline,values_owned,euclidean,4,M056;M057;M078;M081,19,3,2,4,C0014;C0015;C0016;C0017;C0097;C0101;C0363;C1273;C1320;C1358;C1359;C1449;C1450;C1451;C1513;C1697;C1771;F0052;F0066
C0102,headline,values_owned,euclidean,4,M058;M059;M082;M083,21,3,2,4,C0091;C0094;C0095;C0098;C0102;C0104;C1195;C1295;C1337;C1361;C1382;C1412;C1427;C1464;C1465;C1485;C1494;C1604;C1651;C1751;F0022
C0354,support,posture,euclidean,4,M049;M056;M057;M081,10,3,2,4,C0014;C0015;C0016;C0017;C0065;C0349;C0354;C0363;C1697;F0066
C0363,support,posture,euclidean,3,M056;M057;M081,27,3,2,4,C0014;C0015;C0016;C0017;C0097;C0101;C0354;C0363;C1273;C1358;C1359;C1449;C1450;C1600;C1601;C1642;C1654;C1669;C1697;C1712;C1722;C1730;C1759;C1762;F0052;F0066;F0075
C1097,support,values_disclosure,euclidean,3,M056;M057;M058,4,3,2,2,C0671;C1097;C1767;F0075
C1273,support,values_owned,euclidean,4,M056;M057;M078;M081,19,3,2,4,C0014;C0015;C0016;C0017;C0097;C0101;C0363;C1273;C1320;C1358;C1359;C1449;C1450;C1451;C1513;C1697;C1771;F0052;F0066
C1295,support,values_owned,euclidean,4,M058;M059;M082;M083,21,3,2,4,C0091;C0094;C0095;C0098;C0102;C0104;C1195;C1295;C1337;C1361;C1382;C1412;C1427;C1464;C1465;C1485;C1494;C1604;C1651;C1751;F0022
C1358,watchlist,values_owned,euclidean,4,M056;M057;M078;M081,19,3,2,4,C0014;C0015;C0016;C0017;C0097;C0101;C0363;C1273;C1320;C1358;C1359;C1449;C1450;C1451;C1513;C1697;C1771;F0052;F0066
C1359,watchlist,values_owned,euclidean,4,M056;M057;M078;M081,19,3,2,4,C0014;C0015;C0016;C0017;C0097;C0101;C0363;C1273;C1320;C1358;C1359;C1449;C1450;C1451;C1513;C1697;C1771;F0052;F0066
C1360,support_watch,values_owned,euclidean,4,M058;M059;M060;M083,18,3,2,4,C0091;C0095;C0098;C0104;C1195;C1337;C1360;C1548;C1604;C1698;C1731;C1751;C1785;F0004;F0005;F0022;F0035;F0049
C1361,watchlist,values_owned,euclidean,4,M058;M059;M082;M083,21,3,2,4,C0091;C0094;C0095;C0098;C0102;C0104;C1195;C1295;C1337;C1361;C1382;C1412;C1427;C1464;C1465;C1485;C1494;C1604;C1651;C1751;F0022
C1382,watchlist,values_owned,euclidean,4,M058;M059;M082;M083,21,3,2,4,C0091;C0094;C0095;C0098;C0102;C0104;C1195;C1295;C1337;C1361;C1382;C1412;C1427;C1464;C1465;C1485;C1494;C1604;C1651;C1751;F0022
C1449,watchlist,values_owned,euclidean,4,M056;M057;M078;M081,19,3,2,4,C0014;C0015;C0016;C0017;C0097;C0101;C0363;C1273;C1320;C1358;C1359;C1449;C1450;C1451;C1513;C1697;C1771;F0052;F0066
C1450,watchlist,values_owned,euclidean,4,M056;M057;M078;M081,19,3,2,4,C0014;C0015;C0016;C0017;C0097;C0101;C0363;C1273;C1320;C1358;C1359;C1449;C1450;C1451;C1513;C1697;C1771;F0052;F0066
C1484,support_watch,values_disclosure,euclidean,4,M059;M060;M082;M083,18,3,2,4,C0098;C1224;C1337;C1412;C1427;C1464;C1465;C1483;C1484;C1485;C1494;C1548;C1660;C1698;C1731;C1785;F0022;F0049
C1600,watchlist,values_wishes,euclidean,4,M034;M056;M057;M081,16,3,2,4,C0014;C0015;C0016;C0017;C0363;C1600;C1601;C1642;C1654;C1669;C1697;C1712;C1722;C1730;C1772;F0066
C1601,watchlist,values_wishes,euclidean,4,M034;M056;M057;M081,16,3,2,4,C0014;C0015;C0016;C0017;C0363;C1600;C1601;C1642;C1654;C1669;C1697;C1712;C1722;C1730;C1772;F0066
C1642,support_watch,values_wishes,euclidean,4,M034;M056;M057;M081,16,3,2,4,C0014;C0015;C0016;C0017;C0363;C1600;C1601;C1642;C1654;C1669;C1697;C1712;C1722;C1730;C1772;F0066
C1654,watchlist,values_wishes,euclidean,4,M034;M056;M057;M081,16,3,2,4,C0014;C0015;C0016;C0017;C0363;C1600;C1601;C1642;C1654;C1669;C1697;C1712;C1722;C1730;C1772;F0066
C1669,watchlist,values_wishes,euclidean,4,M034;M056;M057;M081,16,3,2,4,C0014;C0015;C0016;C0017;C0363;C1600;C1601;C1642;C1654;C1669;C1697;C1712;C1722;C1730;C1772;F0066
C1697,support_watch,values_wishes,euclidean,3,M056;M057;M081,27,3,2,4,C0014;C0015;C0016;C0017;C0097;C0101;C0354;C0363;C1273;C1358;C1359;C1449;C1450;C1600;C1601;C1642;C1654;C1669;C1697;C1712;C1722;C1730;C1759;C1762;F0052;F0066;F0075
C1712,watchlist,values_wishes,euclidean,4,M034;M056;M057;M081,16,3,2,4,C0014;C0015;C0016;C0017;C0363;C1600;C1601;C1642;C1654;C1669;C1697;C1712;C1722;C1730;C1772;F0066
C1722,watchlist,values_wishes,euclidean,4,M034;M056;M057;M081,16,3,2,4,C0014;C0015;C0016;C0017;C0363;C1600;C1601;C1642;C1654;C1669;C1697;C1712;C1722;C1730;C1772;F0066
C1730,watchlist,values_wishes,euclidean,4,M034;M056;M057;M081,16,3,2,4,C0014;C0015;C0016;C0017;C0363;C1600;C1601;C1642;C1654;C1669;C1697;C1712;C1722;C1730;C1772;F0066
C1759,support_watch,values_wishes,euclidean,4,M027;M056;M057;M081,9,3,2,3,C0014;C0015;C0016;C0017;C0363;C1697;C1759;C1772;F0066
C1762,support_watch,values_wishes,euclidean,4,M031;M056;M057;M081,9,3,2,3,C0014;C0015;C0016;C0017;C0363;C1697;C1761;C1762;F0066
F0004,feature_flag,posture,single_feature,4,M060;M059;M083;M058,18,3,2,4,C0091;C0095;C0098;C0104;C1195;C1337;C1360;C1548;C1604;C1698;C1731;C1751;C1785;F0004;F0005;F0022;F0035;F0049
F0005,feature_flag,values_wishes,single_feature,4,M060;M083;M058;M059,18,3,2,4,C0091;C0095;C0098;C0104;C1195;C1337;C1360;C1548;C1604;C1698;C1731;C1751;C1785;F0004;F0005;F0022;F0035;F0049
F0035,feature_flag,posture,single_feature,4,M060;M058;M083;M059,18,3,2,4,C0091;C0095;C0098;C0104;C1195;C1337;C1360;C1548;C1604;C1698;C1731;C1751;C1785;F0004;F0005;F0022;F0035;F0049
F0052,feature_flag,values_owned,single_feature,4,M078;M081;M056;M057,19,3,2,4,C0014;C0015;C0016;C0017;C0097;C0101;C0363;C1273;C1320;C1358;C1359;C1449;C1450;C1451;C1513;C1697;C1771;F0052;F0066
F0066,feature_flag,values_owned,single_feature,3,M056;M057;M081,27,3,2,4,C0014;C0015;C0016;C0017;C0097;C0101;C0354;C0363;C1273;C1358;C1359;C1449;C1450;C1600;C1601;C1642;C1654;C1669;C1697;C1712;C1722;C1730;C1759;C1762;F0052;F0066;F0075
F0076,feature_flag,posture,single_feature,10,M082;M045;M083;M044;M059;M056;M081;M043;M057;M058,9,3,2,2,C0562;C0659;C0660;C0662;F0030;F0037;F0076;F0085;F0089
F0089,feature_flag,posture,single_feature,10,M083;M082;M045;M059;M044;M056;M081;M043;M057;M058,9,3,2,2,C0562;C0659;C0660;C0662;F0030;F0037;F0076;F0085;F0089
C0322,support,posture,euclidean,9,M024;M055;M071;M072;M073;M074;M076;M079;M080,15,3,1,1,C0318;C0319;C0320;C0321;C0322;C0356;C0361;C0682;C0728;C0809;C0810;C0939;C1060;C1061;C1065
C0566,support,v1_markers,euclidean,4,M056;M058;M059;M083,12,3,1,3,C0032;C0091;C0095;C0104;C0563;C0566;C0981;C1195;C1216;C1253;C1604;C1751
C0595,support,values_disclosure,euclidean,10,M002;M015;M071;M072;M073;M074;M076;M077;M079;M080,22,3,1,3,C0036;C0037;C0038;C0039;C0040;C0579;C0580;C0595;C0596;C0597;C0598;C0599;C0682;C0683;C0688;C0689;C0725;C0799;C0801;C0809;C0810;C0825
C0688,support,values_owned,euclidean,10,M002;M015;M027;M071;M072;M073;M074;M076;M077;M079,14,3,1,3,C0036;C0037;C0038;C0039;C0040;C0595;C0596;C0597;C0688;C0689;C0690;C0698;C0801;C0825
C0727,support,values_owned,euclidean,9,M004;M024;M071;M072;M073;M074;M076;M077;M079,9,3,1,1,C0321;C0579;C0682;C0725;C0727;C0728;C0729;C0730;C0809
C0728,support,values_owned,euclidean,10,M004;M024;M071;M072;M073;M074;M076;M077;M079;M080,19,3,1,3,C0036;C0037;C0038;C0039;C0040;C0322;C0579;C0580;C0597;C0682;C0683;C0725;C0727;C0728;C0729;C0730;C0801;C0809;C0810
C0799,support,values_owned,euclidean,10,M015;M044;M071;M072;M073;M074;M076;M077;M079;M080,18,3,1,3,C0036;C0037;C0038;C0039;C0040;C0595;C0597;C0682;C0683;C0725;C0789;C0790;C0799;C0801;C0809;C0810;C0855;C0883
C0801,support,values_owned,euclidean,9,M015;M071;M072;M073;M074;M076;M077;M079;M080,21,3,1,3,C0036;C0037;C0038;C0039;C0040;C0579;C0595;C0596;C0597;C0598;C0682;C0683;C0688;C0725;C0728;C0789;C0799;C0801;C0809;C0810;C0855
C0825,support,values_wishes,euclidean,9,M002;M015;M043;M071;M072;M073;M074;M076;M077,8,3,1,1,C0595;C0688;C0789;C0821;C0823;C0824;C0825;C0829
C0883,support,values_wishes,euclidean,9,M043;M044;M071;M072;M073;M074;M076;M079;M080,15,3,1,1,C0682;C0789;C0799;C0809;C0810;C0830;C0837;C0853;C0855;C0877;C0878;C0879;C0883;C0884;C0885
C1170,support,posture,euclidean,5,M071;M072;M073;M074;M076,14,3,1,3,C0018;C0019;C0066;C0067;C0081;C0810;C0829;C0953;C1061;C1065;C1120;C1170;C1171;C1371
C1171,support,posture,euclidean,6,M071;M072;M073;M074;M076;M079,15,3,1,2,C0056;C0057;C0058;C0059;C0321;C0360;C0682;C0809;C0810;C0811;C0812;C1065;C1120;C1170;C1171
C1493,support_watch,values_disclosure,euclidean,4,M015;M047;M050;M052,7,3,1,1,C0316;C1144;C1416;C1441;C1493;C1745;C1808
C1527,support_watch,posture,euclidean,3,M004;M024;M052,4,3,1,1,C1165;C1333;C1527;C1561
C1561,support_watch,values_wishes,euclidean,4,M004;M024;M025;M052,5,3,1,1,C1194;C1468;C1527;C1561;C1588
C1594,support_watch,values_disclosure,euclidean,4,M011;M016;M022;M024,4,3,1,1,C1389;C1462;C1594;C1775
C1775,support_watch,values_owned,euclidean,5,M011;M013;M016;M022;M024,6,3,1,1,C1594;C1705;C1758;C1775;C1782;C1805
F0080,feature_flag,values_owned,single_feature,7,M029;M039;M028;M007;M032;M033;M041,4,3,1,1,F0080;F0081;F0082;F0094
F0081,feature_flag,posture,single_feature,7,M029;M039;M028;M007;M032;M033;M041,4,3,1,1,F0080;F0081;F0082;F0094
F0082,feature_flag,posture,single_feature,7,M029;M039;M028;M007;M032;M033;M041,4,3,1,1,F0080;F0081;F0082;F0094
C0011,headline,posture,euclidean,3,M034;M036;M037,10,2,2,4,C0011;C0063;C0064;C0076;C0077;C0080;C0339;C1057;C1064;F0091
C0063,headline,posture,euclidean,3,M034;M036;M037,10,2,2,4,C0011;C0063;C0064;C0076;C0077;C0080;C0339;C1057;C1064;F0091
C0064,headline,posture,euclidean,3,M034;M036;M037,10,2,2,4,C0011;C0063;C0064;C0076;C0077;C0080;C0339;C1057;C1064;F0091
C0076,headline,posture,euclidean,3,M034;M036;M037,10,2,2,4,C0011;C0063;C0064;C0076;C0077;C0080;C0339;C1057;C1064;F0091
C0077,headline,posture,euclidean,3,M034;M036;M037,10,2,2,4,C0011;C0063;C0064;C0076;C0077;C0080;C0339;C1057;C1064;F0091
C0080,headline,posture,euclidean,3,M034;M036;M037,10,2,2,4,C0011;C0063;C0064;C0076;C0077;C0080;C0339;C1057;C1064;F0091
C0339,support,posture,euclidean,3,M034;M036;M037,10,2,2,4,C0011;C0063;C0064;C0076;C0077;C0080;C0339;C1057;C1064;F0091
C0562,support,v1_markers,euclidean,7,M045;M056;M058;M059;M081;M082;M083,16,2,2,3,C0032;C0541;C0544;C0545;C0553;C0555;C0558;C0559;C0562;C0563;C0565;C0979;C0980;C0982;F0076;F0089
C0659,support,values_disclosure,euclidean,9,M043;M044;M045;M056;M057;M058;M059;M060;M081,18,2,2,4,C0046;C0047;C0048;C0049;C0050;C0051;C0656;C0659;C0660;C0661;C0662;C0667;F0030;F0032;F0037;F0076;F0085;F0089
C0660,support,values_disclosure,euclidean,10,M043;M044;M045;M056;M057;M058;M059;M060;M081;M082,17,2,2,4,C0046;C0047;C0048;C0049;C0050;C0051;C0656;C0659;C0660;C0661;C0662;C0667;F0030;F0037;F0076;F0085;F0089
C0662,support,values_disclosure,euclidean,7,M043;M044;M045;M056;M057;M058;M081,22,2,2,4,C0046;C0047;C0048;C0049;C0050;C0051;C0656;C0659;C0660;C0661;C0662;C0663;C0664;C0665;C0667;C0668;C0670;F0030;F0032;F0076;F0085;F0089
C1057,support,posture,euclidean,4,M011;M034;M036;M037,10,2,2,4,C0011;C0063;C0064;C0076;C0077;C0080;C0339;C0937;C1057;F0091
C1064,support,posture,euclidean,4,M034;M036;M037;M038,11,2,2,4,C0011;C0063;C0064;C0076;C0077;C0080;C0339;C0937;C1064;C1167;F0091
C1451,support_watch,values_owned,euclidean,5,M056;M057;M078;M081;M082,15,2,2,4,C0012;C0013;C0097;C0101;C0348;C1273;C1358;C1359;C1449;C1450;C1451;C1547;C1628;C1706;F0052
C1577,watchlist,values_wishes,euclidean,4,M030;M035;M037;M038,9,2,2,3,C1539;C1577;C1589;C1631;C1696;C1710;C1763;C1778;F0016
C1696,support_watch,values_wishes,euclidean,4,M030;M035;M037;M038,9,2,2,3,C1539;C1577;C1589;C1631;C1696;C1710;C1763;C1778;F0016
C1710,watchlist,values_wishes,euclidean,4,M030;M035;M037;M038,9,2,2,3,C1539;C1577;C1589;C1631;C1696;C1710;C1763;C1778;F0016
C1764,support_watch,values_wishes,euclidean,4,M046;M059;M060;M083,6,2,2,3,C1548;C1698;C1731;C1764;C1785;F0049
C1778,watchlist,values_wishes,euclidean,4,M030;M035;M037;M038,9,2,2,3,C1539;C1577;C1589;C1631;C1696;C1710;C1763;C1778;F0016
F0016,feature_flag,values_owned,single_feature,3,M038;M037;M030,5,2,2,3,C1577;C1696;C1710;C1778;F0016
F0030,feature_flag,values_disclosure,single_feature,9,M059;M045;M060;M044;M081;M043;M056;M057;M058,18,2,2,4,C0046;C0047;C0048;C0049;C0050;C0051;C0656;C0659;C0660;C0661;C0662;C0667;F0030;F0032;F0037;F0076;F0085;F0089
F0037,feature_flag,values_disclosure,single_feature,10,M043;M044;M056;M057;M058;M059;M060;M081;M082;M083,8,2,2,2,C0659;C0660;C0667;F0030;F0037;F0076;F0085;F0089
F0085,feature_flag,values_disclosure,single_feature,9,M043;M056;M057;M058;M081;M045;M044;M059;M060,18,2,2,4,C0046;C0047;C0048;C0049;C0050;C0051;C0656;C0659;C0660;C0661;C0662;C0667;F0030;F0032;F0037;F0076;F0085;F0089
F0091,feature_flag,values_disclosure,single_feature,3,M036;M034;M037,10,2,2,4,C0011;C0063;C0064;C0076;C0077;C0080;C0339;C1057;C1064;F0091
C0007,headline,posture,euclidean,5,M005;M007;M009;M010;M030,12,2,1,2,C0007;C0008;C0041;C0262;C0263;C0264;C0269;C0273;C0281;C0641;C0642;C0650
C0008,headline,posture,euclidean,5,M005;M007;M009;M010;M030,12,2,1,2,C0007;C0008;C0041;C0262;C0263;C0264;C0269;C0273;C0281;C0641;C0642;C0650
C0012,headline,posture,euclidean,7,M045;M049;M056;M057;M078;M081;M082,17,2,1,2,C0012;C0013;C0065;C0342;C0343;C0345;C0346;C0347;C0348;C0349;C0351;C0352;C0353;C0355;C0940;C0949;C1451
C0013,headline,posture,euclidean,7,M045;M049;M056;M057;M078;M081;M082,17,2,1,2,C0012;C0013;C0065;C0342;C0343;C0345;C0346;C0347;C0348;C0349;C0351;C0352;C0353;C0355;C0940;C0949;C1451
C0018,headline,posture,euclidean,4,M071;M072;M073;M074,13,2,1,3,C0018;C0019;C0066;C0067;C0081;C0364;C0808;C0811;C0951;C0953;C1170;C1245;C1372
C0019,headline,posture,euclidean,4,M071;M072;M073;M074,13,2,1,3,C0018;C0019;C0066;C0067;C0081;C0364;C0808;C0811;C0951;C0953;C1170;C1245;C1372
C0033,headline,v1_markers,euclidean,4,M077;M078;M081;M082,10,2,1,3,C0033;C0034;C0035;C0069;C0070;C0568;C0569;C0984;C1286;C1458
C0034,headline,v1_markers,euclidean,4,M077;M078;M081;M082,10,2,1,3,C0033;C0034;C0035;C0069;C0070;C0568;C0569;C0984;C1286;C1458
C0035,headline,v1_markers,euclidean,4,M077;M078;M081;M082,10,2,1,3,C0033;C0034;C0035;C0069;C0070;C0568;C0569;C0984;C1286;C1458
C0036,headline,values_disclosure,euclidean,9,M002;M071;M072;M073;M074;M076;M077;M079;M080,22,2,1,3,C0036;C0037;C0038;C0039;C0040;C0579;C0580;C0581;C0595;C0596;C0597;C0598;C0599;C0682;C0683;C0688;C0725;C0728;C0799;C0801;C0809;C0810
C0037,headline,values_disclosure,euclidean,9,M002;M071;M072;M073;M074;M076;M077;M079;M080,22,2,1,3,C0036;C0037;C0038;C0039;C0040;C0579;C0580;C0581;C0595;C0596;C0597;C0598;C0599;C0682;C0683;C0688;C0725;C0728;C0799;C0801;C0809;C0810
C0038,headline,values_disclosure,euclidean,9,M002;M071;M072;M073;M074;M076;M077;M079;M080,22,2,1,3,C0036;C0037;C0038;C0039;C0040;C0579;C0580;C0581;C0595;C0596;C0597;C0598;C0599;C0682;C0683;C0688;C0725;C0728;C0799;C0801;C0809;C0810
C0039,headline,values_disclosure,euclidean,9,M002;M071;M072;M073;M074;M076;M077;M079;M080,22,2,1,3,C0036;C0037;C0038;C0039;C0040;C0579;C0580;C0581;C0595;C0596;C0597;C0598;C0599;C0682;C0683;C0688;C0725;C0728;C0799;C0801;C0809;C0810
C0040,headline,values_disclosure,euclidean,9,M002;M071;M072;M073;M074;M076;M077;M079;M080,22,2,1,3,C0036;C0037;C0038;C0039;C0040;C0579;C0580;C0581;C0595;C0596;C0597;C0598;C0599;C0682;C0683;C0688;C0725;C0728;C0799;C0801;C0809;C0810
C0041,headline,values_disclosure,euclidean,7,M005;M007;M009;M010;M028;M030;M032,22,2,1,2,C0007;C0008;C0041;C0262;C0263;C0264;C0634;C0635;C0636;C0637;C0638;C0639;C0640;C0641;C0642;C0643;C0644;C0646;C0647;C0648;C0653;C0654
C0042,headline,values_disclosure,euclidean,3,M005;M010;M030,8,2,1,2,C0042;C0079;C0084;C0089;C0273;C0650;C0652;C1187
C0060,headline,posture,euclidean,3,M003;M012;M021,4,2,1,2,C0060;C0248;C0250;C1139
C0066,headline,posture,euclidean,4,M071;M072;M073;M074,13,2,1,3,C0018;C0019;C0066;C0067;C0081;C0364;C0808;C0811;C0951;C0953;C1170;C1245;C1372
C0067,headline,posture,euclidean,4,M071;M072;M073;M074,13,2,1,3,C0018;C0019;C0066;C0067;C0081;C0364;C0808;C0811;C0951;C0953;C1170;C1245;C1372
C0069,headline,v1_markers,euclidean,4,M077;M078;M081;M082,10,2,1,3,C0033;C0034;C0035;C0069;C0070;C0568;C0569;C0984;C1286;C1458
C0070,headline,v1_markers,euclidean,4,M077;M078;M081;M082,10,2,1,3,C0033;C0034;C0035;C0069;C0070;C0568;C0569;C0984;C1286;C1458
C0073,headline,values_owned,euclidean,4,M024;M025;M047;M052,4,2,1,2,C0073;C0092;C1194;C1588
C0079,headline,values_disclosure,euclidean,3,M005;M010;M030,8,2,1,2,C0042;C0079;C0084;C0089;C0273;C0650;C0652;C1187
C0081,headline,posture,euclidean,4,M071;M072;M073;M074,13,2,1,3,C0018;C0019;C0066;C0067;C0081;C0364;C0808;C0811;C0951;C0953;C1170;C1245;C1372
C0084,headline,values_disclosure,euclidean,3,M005;M010;M030,8,2,1,2,C0042;C0079;C0084;C0089;C0273;C0650;C0652;C1187
C0089,headline,values_disclosure,euclidean,3,M005;M010;M030,8,2,1,2,C0042;C0079;C0084;C0089;C0273;C0650;C0652;C1187
C0092,headline,values_owned,euclidean,4,M024;M025;M047;M052,4,2,1,2,C0073;C0092;C1194;C1588
C0141,support,freeflow_form,euclidean,5,M076;M077;M078;M079;M080,5,2,1,1,C0139;C0140;C0141;C0686;C1164
C0212,support,posture,euclidean,9,M003;M004;M015;M022;M024;M047;M050;M051;M077,5,2,1,1,C0149;C0212;C0705;C0925;C0926
C0214,support,posture,euclidean,10,M003;M011;M012;M015;M021;M034;M036;M037;M038;M040,13,2,1,1,C0213;C0214;C0215;C0216;C0217;C0218;C0220;C0221;C0223;C0616;C0626;C0927;C0929
